
>>> [1/63] GetFair | dynahate | seed=42
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset dynahate --seed 42 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 05:49:47 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_dynahate_seed42_0315_0549
[Data] Train: 8844 | Val: 1091 | Test: 1111
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/553 [00:00<?, ?it/s]
[Train]:  58%|█████▊    | 320/553 [01:11<00:52,  4.48it/s, ce=0.5248, gf=0.0011, loss=0.5254]
[Train]:  58%|█████▊    | 321/553 [01:11<00:50,  4.55it/s, ce=0.5248, gf=0.0011, loss=0.5254]
[Train]:  58%|█████▊    | 321/553 [01:11<00:50,  4.55it/s, ce=0.5235, gf=0.0011, loss=0.5240]
[Train]:  58%|█████▊    | 322/553 [01:11<00:51,  4.46it/s, ce=0.5235, gf=0.0011, loss=0.5240]
[Train]:  58%|█████▊    | 322/553 [01:11<00:51,  4.46it/s, ce=0.5223, gf=0.0011, loss=0.5228]
[Train]:  58%|█████▊    | 323/553 [01:11<00:50,  4.56it/s, ce=0.5223, gf=0.0011, loss=0.5228]
[Train]:  58%|█████▊    | 323/553 [01:11<00:50,  4.56it/s, ce=0.5210, gf=0.0011, loss=0.5216]
[Train]:  59%|█████▊    | 324/553 [01:11<00:51,  4.47it/s, ce=0.5210, gf=0.0011, loss=0.5216]
[Train]:  59%|█████▊    | 324/553 [01:12<00:51,  4.47it/s, ce=0.5203, gf=0.0011, loss=0.5209]
[Train]:  59%|█████▉    | 325/553 [01:12<00:49,  4.57it/s, ce=0.5203, gf=0.0011, loss=0.5209]
[Train]:  59%|█████▉    | 325/553 [01:12<00:49,  4.57it/s, ce=0.5191, gf=0.0011, loss=0.5196]
[Train]:  59%|█████▉    | 326/553 [01:12<00:50,  4.48it/s, ce=0.5191, gf=0.0011, loss=0.5196]
[Train]:  59%|█████▉    | 326/553 [01:12<00:50,  4.48it/s, ce=0.5183, gf=0.0011, loss=0.5188]
[Train]:  59%|█████▉    | 327/553 [01:12<00:49,  4.59it/s, ce=0.5183, gf=0.0011, loss=0.5188]
[Train]:  59%|█████▉    | 327/553 [01:12<00:49,  4.59it/s, ce=0.5179, gf=0.0011, loss=0.5184]
[Train]:  59%|█████▉    | 328/553 [01:12<00:50,  4.47it/s, ce=0.5179, gf=0.0011, loss=0.5184]
[Train]:  59%|█████▉    | 328/553 [01:12<00:50,  4.47it/s, ce=0.5170, gf=0.0012, loss=0.5176]
[Train]:  59%|█████▉    | 329/553 [01:12<00:48,  4.59it/s, ce=0.5170, gf=0.0012, loss=0.5176]
[Train]:  59%|█████▉    | 329/553 [01:13<00:48,  4.59it/s, ce=0.5158, gf=0.0012, loss=0.5164]
[Train]:  60%|█████▉    | 330/553 [01:13<00:49,  4.46it/s, ce=0.5158, gf=0.0012, loss=0.5164]
[Train]:  60%|█████▉    | 330/553 [01:13<00:49,  4.46it/s, ce=0.5146, gf=0.0012, loss=0.5152]
[Train]:  60%|█████▉    | 331/553 [01:13<00:48,  4.56it/s, ce=0.5146, gf=0.0012, loss=0.5152]
[Train]:  60%|█████▉    | 331/553 [01:13<00:48,  4.56it/s, ce=0.5134, gf=0.0012, loss=0.5140]
[Train]:  60%|██████    | 332/553 [01:13<00:49,  4.46it/s, ce=0.5134, gf=0.0012, loss=0.5140]
[Train]:  60%|██████    | 332/553 [01:13<00:49,  4.46it/s, ce=0.5120, gf=0.0012, loss=0.5125]
[Train]:  60%|██████    | 333/553 [01:13<00:48,  4.56it/s, ce=0.5120, gf=0.0012, loss=0.5125]
[Train]:  60%|██████    | 333/553 [01:14<00:48,  4.56it/s, ce=0.5115, gf=0.0012, loss=0.5120]
[Train]:  60%|██████    | 334/553 [01:14<00:48,  4.47it/s, ce=0.5115, gf=0.0012, loss=0.5120]
[Train]:  60%|██████    | 334/553 [01:14<00:48,  4.47it/s, ce=0.5108, gf=0.0012, loss=0.5114]
[Train]:  61%|██████    | 335/553 [01:14<00:47,  4.58it/s, ce=0.5108, gf=0.0012, loss=0.5114]
[Train]:  61%|██████    | 335/553 [01:14<00:47,  4.58it/s, ce=0.5096, gf=0.0012, loss=0.5102]
[Train]:  61%|██████    | 336/553 [01:14<00:48,  4.49it/s, ce=0.5096, gf=0.0012, loss=0.5102]
[Train]:  61%|██████    | 336/553 [01:14<00:48,  4.49it/s, ce=0.5088, gf=0.0012, loss=0.5094]
[Train]:  61%|██████    | 337/553 [01:14<00:47,  4.59it/s, ce=0.5088, gf=0.0012, loss=0.5094]
[Train]:  61%|██████    | 337/553 [01:14<00:47,  4.59it/s, ce=0.5089, gf=0.0013, loss=0.5095]
[Train]:  61%|██████    | 338/553 [01:14<00:47,  4.49it/s, ce=0.5089, gf=0.0013, loss=0.5095]
[Train]:  61%|██████    | 338/553 [01:15<00:47,  4.49it/s, ce=0.5078, gf=0.0013, loss=0.5084]
[Train]:  61%|██████▏   | 339/553 [01:15<00:46,  4.58it/s, ce=0.5078, gf=0.0013, loss=0.5084]
[Train]:  61%|██████▏   | 339/553 [01:15<00:46,  4.58it/s, ce=0.5074, gf=0.0013, loss=0.5081]
[Train]:  61%|██████▏   | 340/553 [01:15<00:47,  4.48it/s, ce=0.5074, gf=0.0013, loss=0.5081]
[Train]:  61%|██████▏   | 340/553 [01:15<00:47,  4.48it/s, ce=0.5073, gf=0.0013, loss=0.5079]
[Train]:  62%|██████▏   | 341/553 [01:15<00:46,  4.58it/s, ce=0.5073, gf=0.0013, loss=0.5079]
[Train]:  62%|██████▏   | 341/553 [01:15<00:46,  4.58it/s, ce=0.5059, gf=0.0013, loss=0.5065]
[Train]:  62%|██████▏   | 342/553 [01:15<00:47,  4.48it/s, ce=0.5059, gf=0.0013, loss=0.5065]
[Train]:  62%|██████▏   | 342/553 [01:16<00:47,  4.48it/s, ce=0.5055, gf=0.0013, loss=0.5062]
[Train]:  62%|██████▏   | 343/553 [01:16<00:46,  4.56it/s, ce=0.5055, gf=0.0013, loss=0.5062]
[Train]:  62%|██████▏   | 343/553 [01:16<00:46,  4.56it/s, ce=0.5048, gf=0.0013, loss=0.5055]
[Train]:  62%|██████▏   | 344/553 [01:16<00:46,  4.47it/s, ce=0.5048, gf=0.0013, loss=0.5055]
[Train]:  62%|██████▏   | 344/553 [01:16<00:46,  4.47it/s, ce=0.5045, gf=0.0013, loss=0.5051]
[Train]:  62%|██████▏   | 345/553 [01:16<00:45,  4.56it/s, ce=0.5045, gf=0.0013, loss=0.5051]
[Train]:  62%|██████▏   | 345/553 [01:16<00:45,  4.56it/s, ce=0.5039, gf=0.0013, loss=0.5046]
[Train]:  63%|██████▎   | 346/553 [01:16<00:46,  4.47it/s, ce=0.5039, gf=0.0013, loss=0.5046]
[Train]:  63%|██████▎   | 346/553 [01:16<00:46,  4.47it/s, ce=0.5028, gf=0.0013, loss=0.5035]
[Train]:  63%|██████▎   | 347/553 [01:16<00:44,  4.58it/s, ce=0.5028, gf=0.0013, loss=0.5035]
[Train]:  63%|██████▎   | 347/553 [01:17<00:44,  4.58it/s, ce=0.5026, gf=0.0013, loss=0.5033]
[Train]:  63%|██████▎   | 348/553 [01:17<00:45,  4.50it/s, ce=0.5026, gf=0.0013, loss=0.5033]
[Train]:  63%|██████▎   | 348/553 [01:17<00:45,  4.50it/s, ce=0.5022, gf=0.0013, loss=0.5028]
[Train]:  63%|██████▎   | 349/553 [01:17<00:44,  4.59it/s, ce=0.5022, gf=0.0013, loss=0.5028]
[Train]:  63%|██████▎   | 349/553 [01:17<00:44,  4.59it/s, ce=0.5009, gf=0.0013, loss=0.5016]
[Train]:  63%|██████▎   | 350/553 [01:17<00:45,  4.50it/s, ce=0.5009, gf=0.0013, loss=0.5016]
[Train]:  63%|██████▎   | 350/553 [01:17<00:45,  4.50it/s, ce=0.4999, gf=0.0013, loss=0.5006]
[Train]:  63%|██████▎   | 351/553 [01:17<00:43,  4.59it/s, ce=0.4999, gf=0.0013, loss=0.5006]
[Train]:  63%|██████▎   | 351/553 [01:18<00:43,  4.59it/s, ce=0.4986, gf=0.0013, loss=0.4993]
[Train]:  64%|██████▎   | 352/553 [01:18<00:44,  4.48it/s, ce=0.4986, gf=0.0013, loss=0.4993]
[Train]:  64%|██████▎   | 352/553 [01:18<00:44,  4.48it/s, ce=0.4987, gf=0.0013, loss=0.4994]
[Train]:  64%|██████▍   | 353/553 [01:18<00:43,  4.58it/s, ce=0.4987, gf=0.0013, loss=0.4994]
[Train]:  64%|██████▍   | 353/553 [01:18<00:43,  4.58it/s, ce=0.4978, gf=0.0013, loss=0.4985]
[Train]:  64%|██████▍   | 354/553 [01:18<00:44,  4.50it/s, ce=0.4978, gf=0.0013, loss=0.4985]
[Train]:  64%|██████▍   | 354/553 [01:18<00:44,  4.50it/s, ce=0.4971, gf=0.0013, loss=0.4978]
[Train]:  64%|██████▍   | 355/553 [01:18<00:42,  4.61it/s, ce=0.4971, gf=0.0013, loss=0.4978]
[Train]:  64%|██████▍   | 355/553 [01:18<00:42,  4.61it/s, ce=0.4963, gf=0.0013, loss=0.4970]
[Train]:  64%|██████▍   | 356/553 [01:18<00:43,  4.53it/s, ce=0.4963, gf=0.0013, loss=0.4970]
[Train]:  64%|██████▍   | 356/553 [01:19<00:43,  4.53it/s, ce=0.4961, gf=0.0014, loss=0.4968]
[Train]:  65%|██████▍   | 357/553 [01:19<00:42,  4.59it/s, ce=0.4961, gf=0.0014, loss=0.4968]
[Train]:  65%|██████▍   | 357/553 [01:19<00:42,  4.59it/s, ce=0.4955, gf=0.0014, loss=0.4962]
[Train]:  65%|██████▍   | 358/553 [01:19<00:43,  4.49it/s, ce=0.4955, gf=0.0014, loss=0.4962]
[Train]:  65%|██████▍   | 358/553 [01:19<00:43,  4.49it/s, ce=0.4944, gf=0.0014, loss=0.4950]
[Train]:  65%|██████▍   | 359/553 [01:19<00:42,  4.57it/s, ce=0.4944, gf=0.0014, loss=0.4950]
[Train]:  65%|██████▍   | 359/553 [01:19<00:42,  4.57it/s, ce=0.4936, gf=0.0013, loss=0.4943]
[Train]:  65%|██████▌   | 360/553 [01:19<00:43,  4.49it/s, ce=0.4936, gf=0.0013, loss=0.4943]
[Train]:  65%|██████▌   | 360/553 [01:19<00:43,  4.49it/s, ce=0.4928, gf=0.0013, loss=0.4934]
[Train]:  65%|██████▌   | 361/553 [01:19<00:41,  4.59it/s, ce=0.4928, gf=0.0013, loss=0.4934]
[Train]:  65%|██████▌   | 361/553 [01:20<00:41,  4.59it/s, ce=0.4916, gf=0.0013, loss=0.4923]
[Train]:  65%|██████▌   | 362/553 [01:20<00:42,  4.50it/s, ce=0.4916, gf=0.0013, loss=0.4923]
[Train]:  65%|██████▌   | 362/553 [01:20<00:42,  4.50it/s, ce=0.4906, gf=0.0013, loss=0.4912]
[Train]:  66%|██████▌   | 363/553 [01:20<00:41,  4.59it/s, ce=0.4906, gf=0.0013, loss=0.4912]
[Train]:  66%|██████▌   | 363/553 [01:20<00:41,  4.59it/s, ce=0.4895, gf=0.0013, loss=0.4902]
[Train]:  66%|██████▌   | 364/553 [01:20<00:41,  4.50it/s, ce=0.4895, gf=0.0013, loss=0.4902]
[Train]:  66%|██████▌   | 364/553 [01:20<00:41,  4.50it/s, ce=0.4891, gf=0.0013, loss=0.4898]
[Train]:  66%|██████▌   | 365/553 [01:20<00:40,  4.60it/s, ce=0.4891, gf=0.0013, loss=0.4898]
[Train]:  66%|██████▌   | 365/553 [01:21<00:40,  4.60it/s, ce=0.4883, gf=0.0013, loss=0.4890]
[Train]:  66%|██████▌   | 366/553 [01:21<00:41,  4.52it/s, ce=0.4883, gf=0.0013, loss=0.4890]
[Train]:  66%|██████▌   | 366/553 [01:21<00:41,  4.52it/s, ce=0.4872, gf=0.0013, loss=0.4879]
[Train]:  66%|██████▋   | 367/553 [01:21<00:40,  4.61it/s, ce=0.4872, gf=0.0013, loss=0.4879]
[Train]:  66%|██████▋   | 367/553 [01:21<00:40,  4.61it/s, ce=0.4869, gf=0.0013, loss=0.4876]
[Train]:  67%|██████▋   | 368/553 [01:21<00:40,  4.51it/s, ce=0.4869, gf=0.0013, loss=0.4876]
[Train]:  67%|██████▋   | 368/553 [01:21<00:40,  4.51it/s, ce=0.4863, gf=0.0013, loss=0.4870]
[Train]:  67%|██████▋   | 369/553 [01:21<00:39,  4.61it/s, ce=0.4863, gf=0.0013, loss=0.4870]
[Train]:  67%|██████▋   | 369/553 [01:21<00:39,  4.61it/s, ce=0.4852, gf=0.0013, loss=0.4859]
[Train]:  67%|██████▋   | 370/553 [01:21<00:40,  4.52it/s, ce=0.4852, gf=0.0013, loss=0.4859]
[Train]:  67%|██████▋   | 370/553 [01:22<00:40,  4.52it/s, ce=0.4844, gf=0.0013, loss=0.4851]
[Train]:  67%|██████▋   | 371/553 [01:22<00:39,  4.59it/s, ce=0.4844, gf=0.0013, loss=0.4851]
[Train]:  67%|██████▋   | 371/553 [01:22<00:39,  4.59it/s, ce=0.4833, gf=0.0013, loss=0.4840]
[Train]:  67%|██████▋   | 372/553 [01:22<00:40,  4.50it/s, ce=0.4833, gf=0.0013, loss=0.4840]
[Train]:  67%|██████▋   | 372/553 [01:22<00:40,  4.50it/s, ce=0.4835, gf=0.0013, loss=0.4841]
[Train]:  67%|██████▋   | 373/553 [01:22<00:39,  4.52it/s, ce=0.4835, gf=0.0013, loss=0.4841]
[Train]:  67%|██████▋   | 373/553 [01:22<00:39,  4.52it/s, ce=0.4824, gf=0.0013, loss=0.4830]
[Train]:  68%|██████▊   | 374/553 [01:22<00:40,  4.47it/s, ce=0.4824, gf=0.0013, loss=0.4830]
[Train]:  68%|██████▊   | 374/553 [01:23<00:40,  4.47it/s, ce=0.4813, gf=0.0013, loss=0.4819]
[Train]:  68%|██████▊   | 375/553 [01:23<00:38,  4.57it/s, ce=0.4813, gf=0.0013, loss=0.4819]
[Train]:  68%|██████▊   | 375/553 [01:23<00:38,  4.57it/s, ce=0.4802, gf=0.0013, loss=0.4809]
[Train]:  68%|██████▊   | 376/553 [01:23<00:39,  4.49it/s, ce=0.4802, gf=0.0013, loss=0.4809]
[Train]:  68%|██████▊   | 376/553 [01:23<00:39,  4.49it/s, ce=0.4795, gf=0.0014, loss=0.4802]
[Train]:  68%|██████▊   | 377/553 [01:23<00:38,  4.60it/s, ce=0.4795, gf=0.0014, loss=0.4802]
[Train]:  68%|██████▊   | 377/553 [01:23<00:38,  4.60it/s, ce=0.4783, gf=0.0014, loss=0.4790]
[Train]:  68%|██████▊   | 378/553 [01:23<00:38,  4.51it/s, ce=0.4783, gf=0.0014, loss=0.4790]
[Train]:  68%|██████▊   | 378/553 [01:23<00:38,  4.51it/s, ce=0.4773, gf=0.0014, loss=0.4780]
[Train]:  69%|██████▊   | 379/553 [01:23<00:37,  4.61it/s, ce=0.4773, gf=0.0014, loss=0.4780]
[Train]:  69%|██████▊   | 379/553 [01:24<00:37,  4.61it/s, ce=0.4761, gf=0.0014, loss=0.4768]
[Train]:  69%|██████▊   | 380/553 [01:24<00:38,  4.49it/s, ce=0.4761, gf=0.0014, loss=0.4768]
[Train]:  69%|██████▊   | 380/553 [01:24<00:38,  4.49it/s, ce=0.4751, gf=0.0014, loss=0.4758]
[Train]:  69%|██████▉   | 381/553 [01:24<00:37,  4.59it/s, ce=0.4751, gf=0.0014, loss=0.4758]
[Train]:  69%|██████▉   | 381/553 [01:24<00:37,  4.59it/s, ce=0.4752, gf=0.0014, loss=0.4759]
[Train]:  69%|██████▉   | 382/553 [01:24<00:38,  4.50it/s, ce=0.4752, gf=0.0014, loss=0.4759]
[Train]:  69%|██████▉   | 382/553 [01:24<00:38,  4.50it/s, ce=0.4742, gf=0.0014, loss=0.4748]
[Train]:  69%|██████▉   | 383/553 [01:24<00:37,  4.59it/s, ce=0.4742, gf=0.0014, loss=0.4748]
[Train]:  69%|██████▉   | 383/553 [01:25<00:37,  4.59it/s, ce=0.4751, gf=0.0014, loss=0.4758]
[Train]:  69%|██████▉   | 384/553 [01:25<00:37,  4.48it/s, ce=0.4751, gf=0.0014, loss=0.4758]
[Train]:  69%|██████▉   | 384/553 [01:25<00:37,  4.48it/s, ce=0.4740, gf=0.0014, loss=0.4747]
[Train]:  70%|██████▉   | 385/553 [01:25<00:36,  4.57it/s, ce=0.4740, gf=0.0014, loss=0.4747]
[Train]:  70%|██████▉   | 385/553 [01:25<00:36,  4.57it/s, ce=0.4738, gf=0.0014, loss=0.4745]
[Train]:  70%|██████▉   | 386/553 [01:25<00:37,  4.48it/s, ce=0.4738, gf=0.0014, loss=0.4745]
[Train]:  70%|██████▉   | 386/553 [01:25<00:37,  4.48it/s, ce=0.4727, gf=0.0014, loss=0.4734]
[Train]:  70%|██████▉   | 387/553 [01:25<00:36,  4.59it/s, ce=0.4727, gf=0.0014, loss=0.4734]
[Train]:  70%|██████▉   | 387/553 [01:25<00:36,  4.59it/s, ce=0.4717, gf=0.0014, loss=0.4724]
[Train]:  70%|███████   | 388/553 [01:25<00:36,  4.47it/s, ce=0.4717, gf=0.0014, loss=0.4724]
[Train]:  70%|███████   | 388/553 [01:26<00:36,  4.47it/s, ce=0.4713, gf=0.0014, loss=0.4720]
[Train]:  70%|███████   | 389/553 [01:26<00:35,  4.56it/s, ce=0.4713, gf=0.0014, loss=0.4720]
[Train]:  70%|███████   | 389/553 [01:26<00:35,  4.56it/s, ce=0.4706, gf=0.0014, loss=0.4713]
[Train]:  71%|███████   | 390/553 [01:26<00:36,  4.46it/s, ce=0.4706, gf=0.0014, loss=0.4713]
[Train]:  71%|███████   | 390/553 [01:26<00:36,  4.46it/s, ce=0.4694, gf=0.0014, loss=0.4701]
[Train]:  71%|███████   | 391/553 [01:26<00:35,  4.56it/s, ce=0.4694, gf=0.0014, loss=0.4701]
[Train]:  71%|███████   | 391/553 [01:26<00:35,  4.56it/s, ce=0.4691, gf=0.0014, loss=0.4698]
[Train]:  71%|███████   | 392/553 [01:26<00:35,  4.48it/s, ce=0.4691, gf=0.0014, loss=0.4698]
[Train]:  71%|███████   | 392/553 [01:27<00:35,  4.48it/s, ce=0.4685, gf=0.0014, loss=0.4692]
[Train]:  71%|███████   | 393/553 [01:27<00:35,  4.56it/s, ce=0.4685, gf=0.0014, loss=0.4692]
[Train]:  71%|███████   | 393/553 [01:27<00:35,  4.56it/s, ce=0.4679, gf=0.0014, loss=0.4685]
[Train]:  71%|███████   | 394/553 [01:27<00:35,  4.45it/s, ce=0.4679, gf=0.0014, loss=0.4685]
[Train]:  71%|███████   | 394/553 [01:27<00:35,  4.45it/s, ce=0.4672, gf=0.0014, loss=0.4679]
[Train]:  71%|███████▏  | 395/553 [01:27<00:34,  4.53it/s, ce=0.4672, gf=0.0014, loss=0.4679]
[Train]:  71%|███████▏  | 395/553 [01:27<00:34,  4.53it/s, ce=0.4663, gf=0.0014, loss=0.4670]
[Train]:  72%|███████▏  | 396/553 [01:27<00:35,  4.43it/s, ce=0.4663, gf=0.0014, loss=0.4670]
[Train]:  72%|███████▏  | 396/553 [01:27<00:35,  4.43it/s, ce=0.4652, gf=0.0014, loss=0.4659]
[Train]:  72%|███████▏  | 397/553 [01:27<00:34,  4.55it/s, ce=0.4652, gf=0.0014, loss=0.4659]
[Train]:  72%|███████▏  | 397/553 [01:28<00:34,  4.55it/s, ce=0.4644, gf=0.0014, loss=0.4651]
[Train]:  72%|███████▏  | 398/553 [01:28<00:34,  4.46it/s, ce=0.4644, gf=0.0014, loss=0.4651]
[Train]:  72%|███████▏  | 398/553 [01:28<00:34,  4.46it/s, ce=0.4633, gf=0.0014, loss=0.4640]
[Train]:  72%|███████▏  | 399/553 [01:28<00:33,  4.56it/s, ce=0.4633, gf=0.0014, loss=0.4640]
[Train]:  72%|███████▏  | 399/553 [01:28<00:33,  4.56it/s, ce=0.4626, gf=0.0014, loss=0.4633]
[Train]:  72%|███████▏  | 400/553 [01:28<00:34,  4.47it/s, ce=0.4626, gf=0.0014, loss=0.4633]
[Train]:  72%|███████▏  | 400/553 [01:28<00:34,  4.47it/s, ce=0.4627, gf=0.0014, loss=0.4634]
[Train]:  73%|███████▎  | 401/553 [01:28<00:33,  4.55it/s, ce=0.4627, gf=0.0014, loss=0.4634]
[Train]:  73%|███████▎  | 401/553 [01:29<00:33,  4.55it/s, ce=0.4628, gf=0.0015, loss=0.4636]
[Train]:  73%|███████▎  | 402/553 [01:29<00:33,  4.46it/s, ce=0.4628, gf=0.0015, loss=0.4636]
[Train]:  73%|███████▎  | 402/553 [01:29<00:33,  4.46it/s, ce=0.4620, gf=0.0015, loss=0.4627]
[Train]:  73%|███████▎  | 403/553 [01:29<00:33,  4.54it/s, ce=0.4620, gf=0.0015, loss=0.4627]
[Train]:  73%|███████▎  | 403/553 [01:29<00:33,  4.54it/s, ce=0.4613, gf=0.0015, loss=0.4620]
[Train]:  73%|███████▎  | 404/553 [01:29<00:33,  4.44it/s, ce=0.4613, gf=0.0015, loss=0.4620]
[Train]:  73%|███████▎  | 404/553 [01:29<00:33,  4.44it/s, ce=0.4604, gf=0.0015, loss=0.4612]
[Train]:  73%|███████▎  | 405/553 [01:29<00:32,  4.53it/s, ce=0.4604, gf=0.0015, loss=0.4612]
[Train]:  73%|███████▎  | 405/553 [01:29<00:32,  4.53it/s, ce=0.4597, gf=0.0015, loss=0.4604]
[Train]:  73%|███████▎  | 406/553 [01:29<00:33,  4.45it/s, ce=0.4597, gf=0.0015, loss=0.4604]
[Train]:  73%|███████▎  | 406/553 [01:30<00:33,  4.45it/s, ce=0.4593, gf=0.0016, loss=0.4601]
[Train]:  74%|███████▎  | 407/553 [01:30<00:32,  4.52it/s, ce=0.4593, gf=0.0016, loss=0.4601]
[Train]:  74%|███████▎  | 407/553 [01:30<00:32,  4.52it/s, ce=0.4594, gf=0.0016, loss=0.4602]
[Train]:  74%|███████▍  | 408/553 [01:30<00:32,  4.41it/s, ce=0.4594, gf=0.0016, loss=0.4602]
[Train]:  74%|███████▍  | 408/553 [01:30<00:32,  4.41it/s, ce=0.4583, gf=0.0016, loss=0.4591]
[Train]:  74%|███████▍  | 409/553 [01:30<00:31,  4.53it/s, ce=0.4583, gf=0.0016, loss=0.4591]
[Train]:  74%|███████▍  | 409/553 [01:30<00:31,  4.53it/s, ce=0.4582, gf=0.0016, loss=0.4590]
[Train]:  74%|███████▍  | 410/553 [01:30<00:32,  4.44it/s, ce=0.4582, gf=0.0016, loss=0.4590]
[Train]:  74%|███████▍  | 410/553 [01:31<00:32,  4.44it/s, ce=0.4585, gf=0.0016, loss=0.4593]
[Train]:  74%|███████▍  | 411/553 [01:31<00:31,  4.54it/s, ce=0.4585, gf=0.0016, loss=0.4593]
[Train]:  74%|███████▍  | 411/553 [01:31<00:31,  4.54it/s, ce=0.4579, gf=0.0016, loss=0.4587]
[Train]:  75%|███████▍  | 412/553 [01:31<00:31,  4.42it/s, ce=0.4579, gf=0.0016, loss=0.4587]
[Train]:  75%|███████▍  | 412/553 [01:31<00:31,  4.42it/s, ce=0.4571, gf=0.0016, loss=0.4579]
[Train]:  75%|███████▍  | 413/553 [01:31<00:31,  4.51it/s, ce=0.4571, gf=0.0016, loss=0.4579]
[Train]:  75%|███████▍  | 413/553 [01:31<00:31,  4.51it/s, ce=0.4563, gf=0.0016, loss=0.4571]
[Train]:  75%|███████▍  | 414/553 [01:31<00:31,  4.42it/s, ce=0.4563, gf=0.0016, loss=0.4571]
[Train]:  75%|███████▍  | 414/553 [01:31<00:31,  4.42it/s, ce=0.4558, gf=0.0016, loss=0.4566]
[Train]:  75%|███████▌  | 415/553 [01:31<00:30,  4.51it/s, ce=0.4558, gf=0.0016, loss=0.4566]
[Train]:  75%|███████▌  | 415/553 [01:32<00:30,  4.51it/s, ce=0.4556, gf=0.0016, loss=0.4564]
[Train]:  75%|███████▌  | 416/553 [01:32<00:31,  4.30it/s, ce=0.4556, gf=0.0016, loss=0.4564]
[Train]:  75%|███████▌  | 416/553 [01:32<00:31,  4.30it/s, ce=0.4548, gf=0.0016, loss=0.4556]
[Train]:  75%|███████▌  | 417/553 [01:32<00:31,  4.29it/s, ce=0.4548, gf=0.0016, loss=0.4556]
[Train]:  75%|███████▌  | 417/553 [01:32<00:31,  4.29it/s, ce=0.4542, gf=0.0016, loss=0.4550]
[Train]:  76%|███████▌  | 418/553 [01:32<00:32,  4.21it/s, ce=0.4542, gf=0.0016, loss=0.4550]
[Train]:  76%|███████▌  | 418/553 [01:32<00:32,  4.21it/s, ce=0.4540, gf=0.0019, loss=0.4549]
[Train]:  76%|███████▌  | 419/553 [01:32<00:30,  4.33it/s, ce=0.4540, gf=0.0019, loss=0.4549]
[Train]:  76%|███████▌  | 419/553 [01:33<00:30,  4.33it/s, ce=0.4532, gf=0.0019, loss=0.4542]
[Train]:  76%|███████▌  | 420/553 [01:33<00:31,  4.26it/s, ce=0.4532, gf=0.0019, loss=0.4542]
[Train]:  76%|███████▌  | 420/553 [01:33<00:31,  4.26it/s, ce=0.4528, gf=0.0019, loss=0.4537]
[Train]:  76%|███████▌  | 421/553 [01:33<00:30,  4.37it/s, ce=0.4528, gf=0.0019, loss=0.4537]
[Train]:  76%|███████▌  | 421/553 [01:33<00:30,  4.37it/s, ce=0.4521, gf=0.0019, loss=0.4530]
[Train]:  76%|███████▋  | 422/553 [01:33<00:30,  4.32it/s, ce=0.4521, gf=0.0019, loss=0.4530]
[Train]:  76%|███████▋  | 422/553 [01:33<00:30,  4.32it/s, ce=0.4521, gf=0.0019, loss=0.4531]
[Train]:  76%|███████▋  | 423/553 [01:33<00:29,  4.40it/s, ce=0.4521, gf=0.0019, loss=0.4531]
[Train]:  76%|███████▋  | 423/553 [01:34<00:29,  4.40it/s, ce=0.4515, gf=0.0019, loss=0.4525]
[Train]:  77%|███████▋  | 424/553 [01:34<00:29,  4.33it/s, ce=0.4515, gf=0.0019, loss=0.4525]
[Train]:  77%|███████▋  | 424/553 [01:34<00:29,  4.33it/s, ce=0.4508, gf=0.0019, loss=0.4518]
[Train]:  77%|███████▋  | 425/553 [01:34<00:28,  4.46it/s, ce=0.4508, gf=0.0019, loss=0.4518]
[Train]:  77%|███████▋  | 425/553 [01:34<00:28,  4.46it/s, ce=0.4506, gf=0.0019, loss=0.4516]
[Train]:  77%|███████▋  | 426/553 [01:34<00:28,  4.39it/s, ce=0.4506, gf=0.0019, loss=0.4516]
[Train]:  77%|███████▋  | 426/553 [01:34<00:28,  4.39it/s, ce=0.4498, gf=0.0019, loss=0.4507]
[Train]:  77%|███████▋  | 427/553 [01:34<00:28,  4.45it/s, ce=0.4498, gf=0.0019, loss=0.4507]
