
>>> [1/63] EAR | toxigen | seed=123
[Train]:   3%|▎         | 14/448 [00:01<00:40, 10.66it/s, ce=0.0366, ear=-2.8350, loss=-0.2469]
[Train]:   4%|▎         | 16/448 [00:01<00:39, 10.81it/s, ce=0.0366, ear=-2.8350, loss=-0.2469]
[Train]:   4%|▎         | 16/448 [00:01<00:39, 10.81it/s, ce=0.0375, ear=-2.8418, loss=-0.2467]
[Train]:   4%|▎         | 16/448 [00:01<00:39, 10.81it/s, ce=0.0357, ear=-2.8434, loss=-0.2487]
[Train]:   4%|▍         | 18/448 [00:01<00:39, 10.91it/s, ce=0.0357, ear=-2.8434, loss=-0.2487]
[Train]:   4%|▍         | 18/448 [00:01<00:39, 10.91it/s, ce=0.0345, ear=-2.8445, loss=-0.2500]
[Train]:   4%|▍         | 18/448 [00:01<00:39, 10.91it/s, ce=0.0330, ear=-2.8470, loss=-0.2517]
[Train]:   4%|▍         | 20/448 [00:01<00:39, 10.87it/s, ce=0.0330, ear=-2.8470, loss=-0.2517]
[Train]:   4%|▍         | 20/448 [00:02<00:39, 10.87it/s, ce=0.0319, ear=-2.8556, loss=-0.2536]
[Train]:   4%|▍         | 20/448 [00:02<00:39, 10.87it/s, ce=0.0328, ear=-2.8557, loss=-0.2527]
[Train]:   5%|▍         | 22/448 [00:02<00:39, 10.87it/s, ce=0.0328, ear=-2.8557, loss=-0.2527]
[Train]:   5%|▍         | 22/448 [00:02<00:39, 10.87it/s, ce=0.0321, ear=-2.8493, loss=-0.2528]
[Train]:   5%|▍         | 22/448 [00:02<00:39, 10.87it/s, ce=0.0315, ear=-2.8497, loss=-0.2534]
[Train]:   5%|▌         | 24/448 [00:02<00:39, 10.77it/s, ce=0.0315, ear=-2.8497, loss=-0.2534]
[Train]:   5%|▌         | 24/448 [00:02<00:39, 10.77it/s, ce=0.0304, ear=-2.8411, loss=-0.2537]
[Train]:   5%|▌         | 24/448 [00:02<00:39, 10.77it/s, ce=0.0294, ear=-2.8481, loss=-0.2554]
[Train]:   6%|▌         | 26/448 [00:02<00:38, 10.83it/s, ce=0.0294, ear=-2.8481, loss=-0.2554]
[Train]:   6%|▌         | 26/448 [00:02<00:38, 10.83it/s, ce=0.0295, ear=-2.8449, loss=-0.2550]
[Train]:   6%|▌         | 26/448 [00:02<00:38, 10.83it/s, ce=0.0303, ear=-2.8442, loss=-0.2541]
[Train]:   6%|▋         | 28/448 [00:02<00:38, 10.92it/s, ce=0.0303, ear=-2.8442, loss=-0.2541]
[Train]:   6%|▋         | 28/448 [00:02<00:38, 10.92it/s, ce=0.0299, ear=-2.8449, loss=-0.2546]
[Train]:   6%|▋         | 28/448 [00:02<00:38, 10.92it/s, ce=0.0291, ear=-2.8467, loss=-0.2556]
[Train]:   7%|▋         | 30/448 [00:02<00:37, 11.00it/s, ce=0.0291, ear=-2.8467, loss=-0.2556]
[Train]:   7%|▋         | 30/448 [00:02<00:37, 11.00it/s, ce=0.0284, ear=-2.8490, loss=-0.2565]
[Train]:   7%|▋         | 30/448 [00:03<00:37, 11.00it/s, ce=0.0276, ear=-2.8477, loss=-0.2571]
[Train]:   7%|▋         | 32/448 [00:03<00:37, 10.97it/s, ce=0.0276, ear=-2.8477, loss=-0.2571]
[Train]:   7%|▋         | 32/448 [00:03<00:37, 10.97it/s, ce=0.0269, ear=-2.8517, loss=-0.2583]
[Train]:   7%|▋         | 32/448 [00:03<00:37, 10.97it/s, ce=0.0262, ear=-2.8502, loss=-0.2588]
[Train]:   8%|▊         | 34/448 [00:03<00:38, 10.82it/s, ce=0.0262, ear=-2.8502, loss=-0.2588]
[Train]:   8%|▊         | 34/448 [00:03<00:38, 10.82it/s, ce=0.0259, ear=-2.8516, loss=-0.2593]
[Train]:   8%|▊         | 34/448 [00:03<00:38, 10.82it/s, ce=0.0262, ear=-2.8472, loss=-0.2585]
[Train]:   8%|▊         | 36/448 [00:03<00:37, 10.94it/s, ce=0.0262, ear=-2.8472, loss=-0.2585]
[Train]:   8%|▊         | 36/448 [00:03<00:37, 10.94it/s, ce=0.0260, ear=-2.8474, loss=-0.2588]
[Train]:   8%|▊         | 36/448 [00:03<00:37, 10.94it/s, ce=0.0291, ear=-2.8482, loss=-0.2557]
[Train]:   8%|▊         | 38/448 [00:03<00:37, 10.97it/s, ce=0.0291, ear=-2.8482, loss=-0.2557]
[Train]:   8%|▊         | 38/448 [00:03<00:37, 10.97it/s, ce=0.0291, ear=-2.8471, loss=-0.2556]
[Train]:   8%|▊         | 38/448 [00:03<00:37, 10.97it/s, ce=0.0315, ear=-2.8488, loss=-0.2534]
[Train]:   9%|▉         | 40/448 [00:03<00:37, 10.85it/s, ce=0.0315, ear=-2.8488, loss=-0.2534]
[Train]:   9%|▉         | 40/448 [00:03<00:37, 10.85it/s, ce=0.0341, ear=-2.8469, loss=-0.2506]
[Train]:   9%|▉         | 40/448 [00:03<00:37, 10.85it/s, ce=0.0333, ear=-2.8482, loss=-0.2515]
[Train]:   9%|▉         | 42/448 [00:03<00:37, 10.74it/s, ce=0.0333, ear=-2.8482, loss=-0.2515]
[Train]:   9%|▉         | 42/448 [00:04<00:37, 10.74it/s, ce=0.0367, ear=-2.8471, loss=-0.2480]
[Train]:   9%|▉         | 42/448 [00:04<00:37, 10.74it/s, ce=0.0363, ear=-2.8463, loss=-0.2483]
[Train]:  10%|▉         | 44/448 [00:04<00:38, 10.62it/s, ce=0.0363, ear=-2.8463, loss=-0.2483]
[Train]:  10%|▉         | 44/448 [00:04<00:38, 10.62it/s, ce=0.0365, ear=-2.8461, loss=-0.2481]
[Train]:  10%|▉         | 44/448 [00:04<00:38, 10.62it/s, ce=0.0359, ear=-2.8412, loss=-0.2482]
[Train]:  10%|█         | 46/448 [00:04<00:38, 10.58it/s, ce=0.0359, ear=-2.8412, loss=-0.2482]
[Train]:  10%|█         | 46/448 [00:04<00:38, 10.58it/s, ce=0.0352, ear=-2.8383, loss=-0.2486]
[Train]:  10%|█         | 46/448 [00:04<00:38, 10.58it/s, ce=0.0345, ear=-2.8409, loss=-0.2496]
[Train]:  11%|█         | 48/448 [00:04<00:37, 10.55it/s, ce=0.0345, ear=-2.8409, loss=-0.2496]
[Train]:  11%|█         | 48/448 [00:04<00:37, 10.55it/s, ce=0.0339, ear=-2.8401, loss=-0.2501]
[Train]:  11%|█         | 48/448 [00:04<00:37, 10.55it/s, ce=0.0337, ear=-2.8410, loss=-0.2504]
[Train]:  11%|█         | 50/448 [00:04<00:37, 10.50it/s, ce=0.0337, ear=-2.8410, loss=-0.2504]
[Train]:  11%|█         | 50/448 [00:04<00:37, 10.50it/s, ce=0.0331, ear=-2.8428, loss=-0.2512]
[Train]:  11%|█         | 50/448 [00:04<00:37, 10.50it/s, ce=0.0325, ear=-2.8407, loss=-0.2515]
[Train]:  12%|█▏        | 52/448 [00:04<00:37, 10.54it/s, ce=0.0325, ear=-2.8407, loss=-0.2515]
[Train]:  12%|█▏        | 52/448 [00:04<00:37, 10.54it/s, ce=0.0346, ear=-2.8436, loss=-0.2498]
[Train]:  12%|█▏        | 52/448 [00:05<00:37, 10.54it/s, ce=0.0344, ear=-2.8436, loss=-0.2500]
[Train]:  12%|█▏        | 54/448 [00:05<00:37, 10.51it/s, ce=0.0344, ear=-2.8436, loss=-0.2500]
[Train]:  12%|█▏        | 54/448 [00:05<00:37, 10.51it/s, ce=0.0338, ear=-2.8417, loss=-0.2503]
[Train]:  12%|█▏        | 54/448 [00:05<00:37, 10.51it/s, ce=0.0333, ear=-2.8410, loss=-0.2508]
[Train]:  12%|█▎        | 56/448 [00:05<00:37, 10.54it/s, ce=0.0333, ear=-2.8410, loss=-0.2508]
[Train]:  12%|█▎        | 56/448 [00:05<00:37, 10.54it/s, ce=0.0328, ear=-2.8429, loss=-0.2515]
[Train]:  12%|█▎        | 56/448 [00:05<00:37, 10.54it/s, ce=0.0323, ear=-2.8444, loss=-0.2521]
[Train]:  13%|█▎        | 58/448 [00:05<00:37, 10.49it/s, ce=0.0323, ear=-2.8444, loss=-0.2521]
[Train]:  13%|█▎        | 58/448 [00:05<00:37, 10.49it/s, ce=0.0324, ear=-2.8407, loss=-0.2517]
[Train]:  13%|█▎        | 58/448 [00:05<00:37, 10.49it/s, ce=0.0321, ear=-2.8386, loss=-0.2517]
[Train]:  13%|█▎        | 60/448 [00:05<00:36, 10.54it/s, ce=0.0321, ear=-2.8386, loss=-0.2517]
[Train]:  13%|█▎        | 60/448 [00:05<00:36, 10.54it/s, ce=0.0321, ear=-2.8378, loss=-0.2517]
[Train]:  13%|█▎        | 60/448 [00:05<00:36, 10.54it/s, ce=0.0317, ear=-2.8395, loss=-0.2523]
[Train]:  14%|█▍        | 62/448 [00:05<00:36, 10.55it/s, ce=0.0317, ear=-2.8395, loss=-0.2523]
[Train]:  14%|█▍        | 62/448 [00:05<00:36, 10.55it/s, ce=0.0313, ear=-2.8423, loss=-0.2530]
[Train]:  14%|█▍        | 62/448 [00:06<00:36, 10.55it/s, ce=0.0309, ear=-2.8428, loss=-0.2534]
[Train]:  14%|█▍        | 64/448 [00:06<00:36, 10.52it/s, ce=0.0309, ear=-2.8428, loss=-0.2534]
[Train]:  14%|█▍        | 64/448 [00:06<00:36, 10.52it/s, ce=0.0304, ear=-2.8406, loss=-0.2537]
[Train]:  14%|█▍        | 64/448 [00:06<00:36, 10.52it/s, ce=0.0300, ear=-2.8356, loss=-0.2536]
[Train]:  15%|█▍        | 66/448 [00:06<00:36, 10.46it/s, ce=0.0300, ear=-2.8356, loss=-0.2536]
[Train]:  15%|█▍        | 66/448 [00:06<00:36, 10.46it/s, ce=0.0312, ear=-2.8362, loss=-0.2524]
[Train]:  15%|█▍        | 66/448 [00:06<00:36, 10.46it/s, ce=0.0310, ear=-2.8362, loss=-0.2527]
[Train]:  15%|█▌        | 68/448 [00:06<00:36, 10.51it/s, ce=0.0310, ear=-2.8362, loss=-0.2527]
[Train]:  15%|█▌        | 68/448 [00:06<00:36, 10.51it/s, ce=0.0307, ear=-2.8375, loss=-0.2531]
[Train]:  15%|█▌        | 68/448 [00:06<00:36, 10.51it/s, ce=0.0307, ear=-2.8367, loss=-0.2530]
[Train]:  16%|█▌        | 70/448 [00:06<00:36, 10.46it/s, ce=0.0307, ear=-2.8367, loss=-0.2530]
[Train]:  16%|█▌        | 70/448 [00:06<00:36, 10.46it/s, ce=0.0304, ear=-2.8342, loss=-0.2531]
[Train]:  16%|█▌        | 70/448 [00:06<00:36, 10.46it/s, ce=0.0307, ear=-2.8363, loss=-0.2529]
[Train]:  16%|█▌        | 72/448 [00:06<00:36, 10.42it/s, ce=0.0307, ear=-2.8363, loss=-0.2529]
[Train]:  16%|█▌        | 72/448 [00:06<00:36, 10.42it/s, ce=0.0303, ear=-2.8360, loss=-0.2533]
[Train]:  16%|█▌        | 72/448 [00:07<00:36, 10.42it/s, ce=0.0300, ear=-2.8373, loss=-0.2537]
[Train]:  17%|█▋        | 74/448 [00:07<00:36, 10.19it/s, ce=0.0300, ear=-2.8373, loss=-0.2537]
[Train]:  17%|█▋        | 74/448 [00:07<00:36, 10.19it/s, ce=0.0300, ear=-2.8390, loss=-0.2539]
[Train]:  17%|█▋        | 74/448 [00:07<00:36, 10.19it/s, ce=0.0296, ear=-2.8398, loss=-0.2543]
[Train]:  17%|█▋        | 76/448 [00:07<00:36, 10.15it/s, ce=0.0296, ear=-2.8398, loss=-0.2543]
[Train]:  17%|█▋        | 76/448 [00:07<00:36, 10.15it/s, ce=0.0293, ear=-2.8400, loss=-0.2547]
[Train]:  17%|█▋        | 76/448 [00:07<00:36, 10.15it/s, ce=0.0289, ear=-2.8398, loss=-0.2550]
[Train]:  17%|█▋        | 78/448 [00:07<00:35, 10.29it/s, ce=0.0289, ear=-2.8398, loss=-0.2550]
[Train]:  17%|█▋        | 78/448 [00:07<00:35, 10.29it/s, ce=0.0287, ear=-2.8383, loss=-0.2551]
[Train]:  17%|█▋        | 78/448 [00:07<00:35, 10.29it/s, ce=0.0284, ear=-2.8377, loss=-0.2553]
[Train]:  18%|█▊        | 80/448 [00:07<00:35, 10.40it/s, ce=0.0284, ear=-2.8377, loss=-0.2553]
[Train]:  18%|█▊        | 80/448 [00:07<00:35, 10.40it/s, ce=0.0281, ear=-2.8383, loss=-0.2557]
[Train]:  18%|█▊        | 80/448 [00:07<00:35, 10.40it/s, ce=0.0297, ear=-2.8381, loss=-0.2541]
[Train]:  18%|█▊        | 82/448 [00:07<00:35, 10.43it/s, ce=0.0297, ear=-2.8381, loss=-0.2541]
[Train]:  18%|█▊        | 82/448 [00:07<00:35, 10.43it/s, ce=0.0294, ear=-2.8404, loss=-0.2546]
[Train]:  18%|█▊        | 82/448 [00:07<00:35, 10.43it/s, ce=0.0292, ear=-2.8409, loss=-0.2549]
[Train]:  19%|█▉        | 84/448 [00:07<00:35, 10.35it/s, ce=0.0292, ear=-2.8409, loss=-0.2549]
[Train]:  19%|█▉        | 84/448 [00:08<00:35, 10.35it/s, ce=0.0288, ear=-2.8405, loss=-0.2552]
[Train]:  19%|█▉        | 84/448 [00:08<00:35, 10.35it/s, ce=0.0286, ear=-2.8382, loss=-0.2552]
[Train]:  19%|█▉        | 86/448 [00:08<00:35, 10.29it/s, ce=0.0286, ear=-2.8382, loss=-0.2552]
[Train]:  19%|█▉        | 86/448 [00:08<00:35, 10.29it/s, ce=0.0284, ear=-2.8398, loss=-0.2556]
[Train]:  19%|█▉        | 86/448 [00:08<00:35, 10.29it/s, ce=0.0283, ear=-2.8376, loss=-0.2555]
[Train]:  20%|█▉        | 88/448 [00:08<00:34, 10.39it/s, ce=0.0283, ear=-2.8376, loss=-0.2555]
[Train]:  20%|█▉        | 88/448 [00:08<00:34, 10.39it/s, ce=0.0283, ear=-2.8377, loss=-0.2555]
[Train]:  20%|█▉        | 88/448 [00:08<00:34, 10.39it/s, ce=0.0285, ear=-2.8384, loss=-0.2554]
[Train]:  20%|██        | 90/448 [00:08<00:34, 10.46it/s, ce=0.0285, ear=-2.8384, loss=-0.2554]
[Train]:  20%|██        | 90/448 [00:08<00:34, 10.46it/s, ce=0.0288, ear=-2.8367, loss=-0.2548]
[Train]:  20%|██        | 90/448 [00:08<00:34, 10.46it/s, ce=0.0286, ear=-2.8384, loss=-0.2553]
[Train]:  21%|██        | 92/448 [00:08<00:34, 10.45it/s, ce=0.0286, ear=-2.8384, loss=-0.2553]
[Train]:  21%|██        | 92/448 [00:08<00:34, 10.45it/s, ce=0.0283, ear=-2.8399, loss=-0.2557]
[Train]:  21%|██        | 92/448 [00:08<00:34, 10.45it/s, ce=0.0280, ear=-2.8405, loss=-0.2560]
[Train]:  21%|██        | 94/448 [00:08<00:33, 10.45it/s, ce=0.0280, ear=-2.8405, loss=-0.2560]
[Train]:  21%|██        | 94/448 [00:09<00:33, 10.45it/s, ce=0.0282, ear=-2.8405, loss=-0.2558]
[Train]:  21%|██        | 94/448 [00:09<00:33, 10.45it/s, ce=0.0284, ear=-2.8410, loss=-0.2557]
[Train]:  21%|██▏       | 96/448 [00:09<00:34, 10.30it/s, ce=0.0284, ear=-2.8410, loss=-0.2557]
[Train]:  21%|██▏       | 96/448 [00:09<00:34, 10.30it/s, ce=0.0284, ear=-2.8413, loss=-0.2557]
[Train]:  21%|██▏       | 96/448 [00:09<00:34, 10.30it/s, ce=0.0282, ear=-2.8425, loss=-0.2560]
[Train]:  22%|██▏       | 98/448 [00:09<00:34, 10.15it/s, ce=0.0282, ear=-2.8425, loss=-0.2560]
[Train]:  22%|██▏       | 98/448 [00:09<00:34, 10.15it/s, ce=0.0279, ear=-2.8447, loss=-0.2565]
[Train]:  22%|██▏       | 98/448 [00:09<00:34, 10.15it/s, ce=0.0278, ear=-2.8453, loss=-0.2568]
[Train]:  22%|██▏       | 100/448 [00:09<00:33, 10.27it/s, ce=0.0278, ear=-2.8453, loss=-0.2568]
[Train]:  22%|██▏       | 100/448 [00:09<00:33, 10.27it/s, ce=0.0280, ear=-2.8442, loss=-0.2564]
[Train]:  22%|██▏       | 100/448 [00:09<00:33, 10.27it/s, ce=0.0279, ear=-2.8451, loss=-0.2566]
[Train]:  23%|██▎       | 102/448 [00:09<00:33, 10.39it/s, ce=0.0279, ear=-2.8451, loss=-0.2566]
[Train]:  23%|██▎       | 102/448 [00:09<00:33, 10.39it/s, ce=0.0277, ear=-2.8446, loss=-0.2568]
[Train]:  23%|██▎       | 102/448 [00:09<00:33, 10.39it/s, ce=0.0275, ear=-2.8438, loss=-0.2569]
[Train]:  23%|██▎       | 104/448 [00:09<00:32, 10.44it/s, ce=0.0275, ear=-2.8438, loss=-0.2569]
[Train]:  23%|██▎       | 104/448 [00:10<00:32, 10.44it/s, ce=0.0280, ear=-2.8431, loss=-0.2563]
[Train]:  23%|██▎       | 104/448 [00:10<00:32, 10.44it/s, ce=0.0278, ear=-2.8411, loss=-0.2563]
[Train]:  24%|██▎       | 106/448 [00:10<00:33, 10.35it/s, ce=0.0278, ear=-2.8411, loss=-0.2563]
[Train]:  24%|██▎       | 106/448 [00:10<00:33, 10.35it/s, ce=0.0287, ear=-2.8412, loss=-0.2554]
[Train]:  24%|██▎       | 106/448 [00:10<00:33, 10.35it/s, ce=0.0288, ear=-2.8418, loss=-0.2553]
[Train]:  24%|██▍       | 108/448 [00:10<00:32, 10.42it/s, ce=0.0288, ear=-2.8418, loss=-0.2553]
[Train]:  24%|██▍       | 108/448 [00:10<00:32, 10.42it/s, ce=0.0291, ear=-2.8433, loss=-0.2552]
[Train]:  24%|██▍       | 108/448 [00:10<00:32, 10.42it/s, ce=0.0290, ear=-2.8416, loss=-0.2551]
[Train]:  25%|██▍       | 110/448 [00:10<00:32, 10.49it/s, ce=0.0290, ear=-2.8416, loss=-0.2551]
[Train]:  25%|██▍       | 110/448 [00:10<00:32, 10.49it/s, ce=0.0319, ear=-2.8425, loss=-0.2524]
[Train]:  25%|██▍       | 110/448 [00:10<00:32, 10.49it/s, ce=0.0317, ear=-2.8442, loss=-0.2527]
[Train]:  25%|██▌       | 112/448 [00:10<00:31, 10.52it/s, ce=0.0317, ear=-2.8442, loss=-0.2527]
[Train]:  25%|██▌       | 112/448 [00:10<00:31, 10.52it/s, ce=0.0315, ear=-2.8442, loss=-0.2529]
[Train]:  25%|██▌       | 112/448 [00:10<00:31, 10.52it/s, ce=0.0313, ear=-2.8437, loss=-0.2531]
[Train]:  25%|██▌       | 114/448 [00:10<00:31, 10.52it/s, ce=0.0313, ear=-2.8437, loss=-0.2531]
[Train]:  25%|██▌       | 114/448 [00:10<00:31, 10.52it/s, ce=0.0311, ear=-2.8445, loss=-0.2533]
[Train]:  25%|██▌       | 114/448 [00:11<00:31, 10.52it/s, ce=0.0309, ear=-2.8452, loss=-0.2537]
[Train]:  26%|██▌       | 116/448 [00:11<00:31, 10.41it/s, ce=0.0309, ear=-2.8452, loss=-0.2537]
[Train]:  26%|██▌       | 116/448 [00:11<00:31, 10.41it/s, ce=0.0312, ear=-2.8454, loss=-0.2533]
[Train]:  26%|██▌       | 116/448 [00:11<00:31, 10.41it/s, ce=0.0310, ear=-2.8444, loss=-0.2535]
[Train]:  26%|██▋       | 118/448 [00:11<00:31, 10.33it/s, ce=0.0310, ear=-2.8444, loss=-0.2535]
[Train]:  26%|██▋       | 118/448 [00:11<00:31, 10.33it/s, ce=0.0310, ear=-2.8420, loss=-0.2532]
[Train]:  26%|██▋       | 118/448 [00:11<00:31, 10.33it/s, ce=0.0308, ear=-2.8405, loss=-0.2532]
[Train]:  27%|██▋       | 120/448 [00:11<00:31, 10.31it/s, ce=0.0308, ear=-2.8405, loss=-0.2532]
[Train]:  27%|██▋       | 120/448 [00:11<00:31, 10.31it/s, ce=0.0307, ear=-2.8413, loss=-0.2535]
[Train]:  27%|██▋       | 120/448 [00:11<00:31, 10.31it/s, ce=0.0305, ear=-2.8421, loss=-0.2537]
[Train]:  27%|██▋       | 122/448 [00:11<00:31, 10.27it/s, ce=0.0305, ear=-2.8421, loss=-0.2537]
[Train]:  27%|██▋       | 122/448 [00:11<00:31, 10.27it/s, ce=0.0307, ear=-2.8433, loss=-0.2537]
[Train]:  27%|██▋       | 122/448 [00:11<00:31, 10.27it/s, ce=0.0305, ear=-2.8420, loss=-0.2537]
[Train]:  28%|██▊       | 124/448 [00:11<00:31, 10.26it/s, ce=0.0305, ear=-2.8420, loss=-0.2537]
[Train]:  28%|██▊       | 124/448 [00:11<00:31, 10.26it/s, ce=0.0303, ear=-2.8426, loss=-0.2540]
[Train]:  28%|██▊       | 124/448 [00:12<00:31, 10.26it/s, ce=0.0301, ear=-2.8419, loss=-0.2541]
[Train]:  28%|██▊       | 126/448 [00:12<00:31, 10.16it/s, ce=0.0301, ear=-2.8419, loss=-0.2541]
[Train]:  28%|██▊       | 126/448 [00:12<00:31, 10.16it/s, ce=0.0298, ear=-2.8415, loss=-0.2543]
[Train]:  28%|██▊       | 126/448 [00:12<00:31, 10.16it/s, ce=0.0301, ear=-2.8422, loss=-0.2542]
[Train]:  29%|██▊       | 128/448 [00:12<00:31, 10.21it/s, ce=0.0301, ear=-2.8422, loss=-0.2542]
[Train]:  29%|██▊       | 128/448 [00:12<00:31, 10.21it/s, ce=0.0299, ear=-2.8431, loss=-0.2544]
[Train]:  29%|██▊       | 128/448 [00:12<00:31, 10.21it/s, ce=0.0297, ear=-2.8439, loss=-0.2547]
[Train]:  29%|██▉       | 130/448 [00:12<00:31, 10.26it/s, ce=0.0297, ear=-2.8439, loss=-0.2547]
[Train]:  29%|██▉       | 130/448 [00:12<00:31, 10.26it/s, ce=0.0300, ear=-2.8439, loss=-0.2544]
[Train]:  29%|██▉       | 130/448 [00:12<00:31, 10.26it/s, ce=0.0298, ear=-2.8452, loss=-0.2547]
[Train]:  29%|██▉       | 132/448 [00:12<00:30, 10.29it/s, ce=0.0298, ear=-2.8452, loss=-0.2547]
[Train]:  29%|██▉       | 132/448 [00:12<00:30, 10.29it/s, ce=0.0296, ear=-2.8456, loss=-0.2550]
[Train]:  29%|██▉       | 132/448 [00:12<00:30, 10.29it/s, ce=0.0294, ear=-2.8449, loss=-0.2551]
[Train]:  30%|██▉       | 134/448 [00:12<00:30, 10.30it/s, ce=0.0294, ear=-2.8449, loss=-0.2551]
[Train]:  30%|██▉       | 134/448 [00:12<00:30, 10.30it/s, ce=0.0292, ear=-2.8448, loss=-0.2553]
[Train]:  30%|██▉       | 134/448 [00:13<00:30, 10.30it/s, ce=0.0291, ear=-2.8430, loss=-0.2552]
[Train]:  30%|███       | 136/448 [00:13<00:30, 10.21it/s, ce=0.0291, ear=-2.8430, loss=-0.2552]
[Train]:  30%|███       | 136/448 [00:13<00:30, 10.21it/s, ce=0.0289, ear=-2.8433, loss=-0.2554]
[Train]:  30%|███       | 136/448 [00:13<00:30, 10.21it/s, ce=0.0287, ear=-2.8440, loss=-0.2557]
[Train]:  31%|███       | 138/448 [00:13<00:30, 10.19it/s, ce=0.0287, ear=-2.8440, loss=-0.2557]
[Train]:  31%|███       | 138/448 [00:13<00:30, 10.19it/s, ce=0.0286, ear=-2.8440, loss=-0.2558]
[Train]:  31%|███       | 138/448 [00:13<00:30, 10.19it/s, ce=0.0287, ear=-2.8419, loss=-0.2555]
[Train]:  31%|███▏      | 140/448 [00:13<00:30, 10.15it/s, ce=0.0287, ear=-2.8419, loss=-0.2555]
[Train]:  31%|███▏      | 140/448 [00:13<00:30, 10.15it/s, ce=0.0285, ear=-2.8407, loss=-0.2556]
[Train]:  31%|███▏      | 140/448 [00:13<00:30, 10.15it/s, ce=0.0283, ear=-2.8416, loss=-0.2558]
[Train]:  32%|███▏      | 142/448 [00:13<00:30, 10.19it/s, ce=0.0283, ear=-2.8416, loss=-0.2558]
[Train]:  32%|███▏      | 142/448 [00:13<00:30, 10.19it/s, ce=0.0282, ear=-2.8423, loss=-0.2561]
[Train]:  32%|███▏      | 142/448 [00:13<00:30, 10.19it/s, ce=0.0280, ear=-2.8422, loss=-0.2562]
[Train]:  32%|███▏      | 144/448 [00:13<00:29, 10.21it/s, ce=0.0280, ear=-2.8422, loss=-0.2562]
[Train]:  32%|███▏      | 144/448 [00:13<00:29, 10.21it/s, ce=0.0278, ear=-2.8424, loss=-0.2564]
[Train]:  32%|███▏      | 144/448 [00:14<00:29, 10.21it/s, ce=0.0278, ear=-2.8419, loss=-0.2564]
[Train]:  33%|███▎      | 146/448 [00:14<00:29, 10.20it/s, ce=0.0278, ear=-2.8419, loss=-0.2564]
[Train]:  33%|███▎      | 146/448 [00:14<00:29, 10.20it/s, ce=0.0278, ear=-2.8420, loss=-0.2564]
[Train]:  33%|███▎      | 146/448 [00:14<00:29, 10.20it/s, ce=0.0276, ear=-2.8421, loss=-0.2566]
[Train]:  33%|███▎      | 148/448 [00:14<00:29, 10.27it/s, ce=0.0276, ear=-2.8421, loss=-0.2566]
[Train]:  33%|███▎      | 148/448 [00:14<00:29, 10.27it/s, ce=0.0274, ear=-2.8432, loss=-0.2569]
[Train]:  33%|███▎      | 148/448 [00:14<00:29, 10.27it/s, ce=0.0285, ear=-2.8428, loss=-0.2557]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.29it/s, ce=0.0285, ear=-2.8428, loss=-0.2557]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.29it/s, ce=0.0284, ear=-2.8422, loss=-0.2558]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.29it/s, ce=0.0283, ear=-2.8420, loss=-0.2559]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.31it/s, ce=0.0283, ear=-2.8420, loss=-0.2559]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.31it/s, ce=0.0298, ear=-2.8418, loss=-0.2544]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.31it/s, ce=0.0296, ear=-2.8428, loss=-0.2546]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.26it/s, ce=0.0296, ear=-2.8428, loss=-0.2546]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.26it/s, ce=0.0295, ear=-2.8425, loss=-0.2547]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.26it/s, ce=0.0294, ear=-2.8418, loss=-0.2548]
[Train]:  35%|███▍      | 156/448 [00:14<00:28, 10.22it/s, ce=0.0294, ear=-2.8418, loss=-0.2548]
[Train]:  35%|███▍      | 156/448 [00:15<00:28, 10.22it/s, ce=0.0304, ear=-2.8418, loss=-0.2538]
[Train]:  35%|███▍      | 156/448 [00:15<00:28, 10.22it/s, ce=0.0303, ear=-2.8412, loss=-0.2539]
[Train]:  35%|███▌      | 158/448 [00:15<00:28, 10.27it/s, ce=0.0303, ear=-2.8412, loss=-0.2539]
[Train]:  35%|███▌      | 158/448 [00:15<00:28, 10.27it/s, ce=0.0303, ear=-2.8401, loss=-0.2538]
[Train]:  35%|███▌      | 158/448 [00:15<00:28, 10.27it/s, ce=0.0301, ear=-2.8406, loss=-0.2540]
[Train]:  36%|███▌      | 160/448 [00:15<00:28, 10.28it/s, ce=0.0301, ear=-2.8406, loss=-0.2540]
[Train]:  36%|███▌      | 160/448 [00:15<00:28, 10.28it/s, ce=0.0299, ear=-2.8402, loss=-0.2541]
[Train]:  36%|███▌      | 160/448 [00:15<00:28, 10.28it/s, ce=0.0298, ear=-2.8399, loss=-0.2542]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.28it/s, ce=0.0298, ear=-2.8399, loss=-0.2542]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.28it/s, ce=0.0298, ear=-2.8398, loss=-0.2542]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.28it/s, ce=0.0297, ear=-2.8391, loss=-0.2542]
