
>>> [1/63] EAR | hatexplain | seed=42
[Train]:  13%|█▎        | 122/962 [00:12<01:33,  9.01it/s, ce=0.1756, ear=-3.0486, loss=-0.1292]
[Train]:  13%|█▎        | 122/962 [00:12<01:33,  9.01it/s, ce=0.1748, ear=-3.0465, loss=-0.1299]
[Train]:  13%|█▎        | 122/962 [00:12<01:33,  9.01it/s, ce=0.1751, ear=-3.0467, loss=-0.1296]
[Train]:  13%|█▎        | 124/962 [00:12<01:31,  9.20it/s, ce=0.1751, ear=-3.0467, loss=-0.1296]
[Train]:  13%|█▎        | 124/962 [00:12<01:31,  9.20it/s, ce=0.1761, ear=-3.0471, loss=-0.1286]
[Train]:  13%|█▎        | 124/962 [00:12<01:31,  9.20it/s, ce=0.1753, ear=-3.0494, loss=-0.1296]
[Train]:  13%|█▎        | 126/962 [00:12<01:30,  9.24it/s, ce=0.1753, ear=-3.0494, loss=-0.1296]
[Train]:  13%|█▎        | 126/962 [00:12<01:30,  9.24it/s, ce=0.1775, ear=-3.0493, loss=-0.1274]
[Train]:  13%|█▎        | 126/962 [00:12<01:30,  9.24it/s, ce=0.1779, ear=-3.0492, loss=-0.1270]
[Train]:  13%|█▎        | 128/962 [00:12<01:29,  9.32it/s, ce=0.1779, ear=-3.0492, loss=-0.1270]
[Train]:  13%|█▎        | 128/962 [00:12<01:29,  9.32it/s, ce=0.1773, ear=-3.0481, loss=-0.1275]
[Train]:  13%|█▎        | 128/962 [00:12<01:29,  9.32it/s, ce=0.1765, ear=-3.0497, loss=-0.1285]
[Train]:  14%|█▎        | 130/962 [00:12<01:31,  9.13it/s, ce=0.1765, ear=-3.0497, loss=-0.1285]
[Train]:  14%|█▎        | 130/962 [00:13<01:31,  9.13it/s, ce=0.1777, ear=-3.0522, loss=-0.1275]
[Train]:  14%|█▎        | 130/962 [00:13<01:31,  9.13it/s, ce=0.1766, ear=-3.0515, loss=-0.1285]
[Train]:  14%|█▎        | 132/962 [00:13<01:30,  9.21it/s, ce=0.1766, ear=-3.0515, loss=-0.1285]
[Train]:  14%|█▎        | 132/962 [00:13<01:30,  9.21it/s, ce=0.1763, ear=-3.0499, loss=-0.1287]
[Train]:  14%|█▎        | 132/962 [00:13<01:30,  9.21it/s, ce=0.1756, ear=-3.0494, loss=-0.1293]
[Train]:  14%|█▍        | 134/962 [00:13<01:28,  9.38it/s, ce=0.1756, ear=-3.0494, loss=-0.1293]
[Train]:  14%|█▍        | 134/962 [00:13<01:28,  9.38it/s, ce=0.1758, ear=-3.0495, loss=-0.1292]
[Train]:  14%|█▍        | 134/962 [00:13<01:28,  9.38it/s, ce=0.1755, ear=-3.0491, loss=-0.1294]
[Train]:  14%|█▍        | 136/962 [00:13<01:27,  9.43it/s, ce=0.1755, ear=-3.0491, loss=-0.1294]
[Train]:  14%|█▍        | 136/962 [00:13<01:27,  9.43it/s, ce=0.1747, ear=-3.0496, loss=-0.1303]
[Train]:  14%|█▍        | 136/962 [00:13<01:27,  9.43it/s, ce=0.1745, ear=-3.0509, loss=-0.1306]
[Train]:  14%|█▍        | 138/962 [00:13<01:28,  9.33it/s, ce=0.1745, ear=-3.0509, loss=-0.1306]
[Train]:  14%|█▍        | 138/962 [00:13<01:28,  9.33it/s, ce=0.1748, ear=-3.0508, loss=-0.1302]
[Train]:  14%|█▍        | 139/962 [00:13<01:27,  9.40it/s, ce=0.1748, ear=-3.0508, loss=-0.1302]
[Train]:  14%|█▍        | 139/962 [00:13<01:27,  9.40it/s, ce=0.1751, ear=-3.0508, loss=-0.1299]
[Train]:  15%|█▍        | 140/962 [00:13<01:29,  9.21it/s, ce=0.1751, ear=-3.0508, loss=-0.1299]
[Train]:  15%|█▍        | 140/962 [00:14<01:29,  9.21it/s, ce=0.1747, ear=-3.0502, loss=-0.1303]
[Train]:  15%|█▍        | 140/962 [00:14<01:29,  9.21it/s, ce=0.1745, ear=-3.0503, loss=-0.1305]
[Train]:  15%|█▍        | 142/962 [00:14<01:27,  9.36it/s, ce=0.1745, ear=-3.0503, loss=-0.1305]
[Train]:  15%|█▍        | 142/962 [00:14<01:27,  9.36it/s, ce=0.1737, ear=-3.0497, loss=-0.1313]
[Train]:  15%|█▍        | 142/962 [00:14<01:27,  9.36it/s, ce=0.1728, ear=-3.0506, loss=-0.1322]
[Train]:  15%|█▍        | 144/962 [00:14<01:26,  9.51it/s, ce=0.1728, ear=-3.0506, loss=-0.1322]
[Train]:  15%|█▍        | 144/962 [00:14<01:26,  9.51it/s, ce=0.1724, ear=-3.0512, loss=-0.1327]
[Train]:  15%|█▍        | 144/962 [00:14<01:26,  9.51it/s, ce=0.1727, ear=-3.0493, loss=-0.1322]
[Train]:  15%|█▌        | 146/962 [00:14<01:26,  9.44it/s, ce=0.1727, ear=-3.0493, loss=-0.1322]
[Train]:  15%|█▌        | 146/962 [00:14<01:26,  9.44it/s, ce=0.1731, ear=-3.0494, loss=-0.1318]
[Train]:  15%|█▌        | 146/962 [00:14<01:26,  9.44it/s, ce=0.1728, ear=-3.0477, loss=-0.1320]
[Train]:  15%|█▌        | 148/962 [00:14<01:27,  9.27it/s, ce=0.1728, ear=-3.0477, loss=-0.1320]
[Train]:  15%|█▌        | 148/962 [00:14<01:27,  9.27it/s, ce=0.1724, ear=-3.0482, loss=-0.1324]
[Train]:  15%|█▌        | 148/962 [00:15<01:27,  9.27it/s, ce=0.1725, ear=-3.0467, loss=-0.1322]
[Train]:  16%|█▌        | 150/962 [00:15<01:26,  9.40it/s, ce=0.1725, ear=-3.0467, loss=-0.1322]
[Train]:  16%|█▌        | 150/962 [00:15<01:26,  9.40it/s, ce=0.1727, ear=-3.0479, loss=-0.1321]
[Train]:  16%|█▌        | 150/962 [00:15<01:26,  9.40it/s, ce=0.1722, ear=-3.0485, loss=-0.1327]
[Train]:  16%|█▌        | 152/962 [00:15<01:25,  9.50it/s, ce=0.1722, ear=-3.0485, loss=-0.1327]
[Train]:  16%|█▌        | 152/962 [00:15<01:25,  9.50it/s, ce=0.1725, ear=-3.0491, loss=-0.1324]
[Train]:  16%|█▌        | 152/962 [00:15<01:25,  9.50it/s, ce=0.1733, ear=-3.0506, loss=-0.1318]
[Train]:  16%|█▌        | 154/962 [00:15<01:25,  9.46it/s, ce=0.1733, ear=-3.0506, loss=-0.1318]
[Train]:  16%|█▌        | 154/962 [00:15<01:25,  9.46it/s, ce=0.1726, ear=-3.0479, loss=-0.1322]
[Train]:  16%|█▌        | 154/962 [00:15<01:25,  9.46it/s, ce=0.1735, ear=-3.0467, loss=-0.1311]
[Train]:  16%|█▌        | 156/962 [00:15<01:26,  9.30it/s, ce=0.1735, ear=-3.0467, loss=-0.1311]
[Train]:  16%|█▌        | 156/962 [00:15<01:26,  9.30it/s, ce=0.1727, ear=-3.0472, loss=-0.1320]
[Train]:  16%|█▌        | 156/962 [00:15<01:26,  9.30it/s, ce=0.1724, ear=-3.0464, loss=-0.1322]
[Train]:  16%|█▋        | 158/962 [00:15<01:27,  9.17it/s, ce=0.1724, ear=-3.0464, loss=-0.1322]
[Train]:  16%|█▋        | 158/962 [00:16<01:27,  9.17it/s, ce=0.1718, ear=-3.0460, loss=-0.1329]
[Train]:  16%|█▋        | 158/962 [00:16<01:27,  9.17it/s, ce=0.1718, ear=-3.0480, loss=-0.1330]
[Train]:  17%|█▋        | 160/962 [00:16<01:27,  9.19it/s, ce=0.1718, ear=-3.0480, loss=-0.1330]
[Train]:  17%|█▋        | 160/962 [00:16<01:27,  9.19it/s, ce=0.1712, ear=-3.0483, loss=-0.1336]
[Train]:  17%|█▋        | 160/962 [00:16<01:27,  9.19it/s, ce=0.1722, ear=-3.0488, loss=-0.1327]
[Train]:  17%|█▋        | 162/962 [00:16<01:26,  9.21it/s, ce=0.1722, ear=-3.0488, loss=-0.1327]
[Train]:  17%|█▋        | 162/962 [00:16<01:26,  9.21it/s, ce=0.1717, ear=-3.0501, loss=-0.1333]
[Train]:  17%|█▋        | 162/962 [00:16<01:26,  9.21it/s, ce=0.1742, ear=-3.0501, loss=-0.1308]
[Train]:  17%|█▋        | 164/962 [00:16<01:26,  9.22it/s, ce=0.1742, ear=-3.0501, loss=-0.1308]
[Train]:  17%|█▋        | 164/962 [00:16<01:26,  9.22it/s, ce=0.1738, ear=-3.0487, loss=-0.1311]
[Train]:  17%|█▋        | 164/962 [00:16<01:26,  9.22it/s, ce=0.1728, ear=-3.0481, loss=-0.1320]
[Train]:  17%|█▋        | 166/962 [00:16<01:25,  9.28it/s, ce=0.1728, ear=-3.0481, loss=-0.1320]
[Train]:  17%|█▋        | 166/962 [00:16<01:25,  9.28it/s, ce=0.1722, ear=-3.0494, loss=-0.1327]
[Train]:  17%|█▋        | 167/962 [00:16<01:25,  9.31it/s, ce=0.1722, ear=-3.0494, loss=-0.1327]
[Train]:  17%|█▋        | 167/962 [00:17<01:25,  9.31it/s, ce=0.1719, ear=-3.0488, loss=-0.1330]
[Train]:  17%|█▋        | 168/962 [00:17<01:26,  9.15it/s, ce=0.1719, ear=-3.0488, loss=-0.1330]
[Train]:  17%|█▋        | 168/962 [00:17<01:26,  9.15it/s, ce=0.1709, ear=-3.0498, loss=-0.1340]
[Train]:  17%|█▋        | 168/962 [00:17<01:26,  9.15it/s, ce=0.1715, ear=-3.0495, loss=-0.1335]
[Train]:  18%|█▊        | 170/962 [00:17<01:24,  9.38it/s, ce=0.1715, ear=-3.0495, loss=-0.1335]
[Train]:  18%|█▊        | 170/962 [00:17<01:24,  9.38it/s, ce=0.1726, ear=-3.0492, loss=-0.1323]
[Train]:  18%|█▊        | 170/962 [00:17<01:24,  9.38it/s, ce=0.1721, ear=-3.0493, loss=-0.1328]
[Train]:  18%|█▊        | 172/962 [00:17<01:24,  9.40it/s, ce=0.1721, ear=-3.0493, loss=-0.1328]
[Train]:  18%|█▊        | 172/962 [00:17<01:24,  9.40it/s, ce=0.1729, ear=-3.0490, loss=-0.1320]
[Train]:  18%|█▊        | 172/962 [00:17<01:24,  9.40it/s, ce=0.1721, ear=-3.0502, loss=-0.1329]
[Train]:  18%|█▊        | 174/962 [00:17<01:23,  9.47it/s, ce=0.1721, ear=-3.0502, loss=-0.1329]
[Train]:  18%|█▊        | 174/962 [00:17<01:23,  9.47it/s, ce=0.1718, ear=-3.0505, loss=-0.1332]
[Train]:  18%|█▊        | 174/962 [00:17<01:23,  9.47it/s, ce=0.1712, ear=-3.0509, loss=-0.1338]
[Train]:  18%|█▊        | 176/962 [00:17<01:24,  9.35it/s, ce=0.1712, ear=-3.0509, loss=-0.1338]
[Train]:  18%|█▊        | 176/962 [00:17<01:24,  9.35it/s, ce=0.1708, ear=-3.0506, loss=-0.1342]
[Train]:  18%|█▊        | 176/962 [00:18<01:24,  9.35it/s, ce=0.1700, ear=-3.0507, loss=-0.1350]
[Train]:  19%|█▊        | 178/962 [00:18<01:23,  9.41it/s, ce=0.1700, ear=-3.0507, loss=-0.1350]
[Train]:  19%|█▊        | 178/962 [00:18<01:23,  9.41it/s, ce=0.1691, ear=-3.0527, loss=-0.1361]
[Train]:  19%|█▊        | 178/962 [00:18<01:23,  9.41it/s, ce=0.1687, ear=-3.0544, loss=-0.1368]
[Train]:  19%|█▊        | 180/962 [00:18<01:23,  9.32it/s, ce=0.1687, ear=-3.0544, loss=-0.1368]
[Train]:  19%|█▊        | 180/962 [00:18<01:23,  9.32it/s, ce=0.1689, ear=-3.0561, loss=-0.1367]
[Train]:  19%|█▊        | 180/962 [00:18<01:23,  9.32it/s, ce=0.1699, ear=-3.0568, loss=-0.1358]
[Train]:  19%|█▉        | 182/962 [00:18<01:20,  9.66it/s, ce=0.1699, ear=-3.0568, loss=-0.1358]
[Train]:  19%|█▉        | 182/962 [00:18<01:20,  9.66it/s, ce=0.1693, ear=-3.0571, loss=-0.1364]
[Train]:  19%|█▉        | 182/962 [00:18<01:20,  9.66it/s, ce=0.1691, ear=-3.0574, loss=-0.1366]
[Train]:  19%|█▉        | 184/962 [00:18<01:18,  9.90it/s, ce=0.1691, ear=-3.0574, loss=-0.1366]
[Train]:  19%|█▉        | 184/962 [00:18<01:18,  9.90it/s, ce=0.1695, ear=-3.0584, loss=-0.1364]
[Train]:  19%|█▉        | 184/962 [00:18<01:18,  9.90it/s, ce=0.1693, ear=-3.0582, loss=-0.1365]
[Train]:  19%|█▉        | 186/962 [00:18<01:18,  9.94it/s, ce=0.1693, ear=-3.0582, loss=-0.1365]
[Train]:  19%|█▉        | 186/962 [00:18<01:18,  9.94it/s, ce=0.1685, ear=-3.0595, loss=-0.1374]
[Train]:  19%|█▉        | 186/962 [00:19<01:18,  9.94it/s, ce=0.1679, ear=-3.0600, loss=-0.1381]
[Train]:  20%|█▉        | 188/962 [00:19<01:16, 10.16it/s, ce=0.1679, ear=-3.0600, loss=-0.1381]
[Train]:  20%|█▉        | 188/962 [00:19<01:16, 10.16it/s, ce=0.1684, ear=-3.0605, loss=-0.1377]
[Train]:  20%|█▉        | 188/962 [00:19<01:16, 10.16it/s, ce=0.1676, ear=-3.0611, loss=-0.1385]
[Train]:  20%|█▉        | 190/962 [00:19<01:14, 10.34it/s, ce=0.1676, ear=-3.0611, loss=-0.1385]
[Train]:  20%|█▉        | 190/962 [00:19<01:14, 10.34it/s, ce=0.1674, ear=-3.0606, loss=-0.1387]
[Train]:  20%|█▉        | 190/962 [00:19<01:14, 10.34it/s, ce=0.1670, ear=-3.0606, loss=-0.1391]
[Train]:  20%|█▉        | 192/962 [00:19<01:13, 10.48it/s, ce=0.1670, ear=-3.0606, loss=-0.1391]
[Train]:  20%|█▉        | 192/962 [00:19<01:13, 10.48it/s, ce=0.1665, ear=-3.0598, loss=-0.1395]
[Train]:  20%|█▉        | 192/962 [00:19<01:13, 10.48it/s, ce=0.1662, ear=-3.0589, loss=-0.1397]
[Train]:  20%|██        | 194/962 [00:19<01:13, 10.49it/s, ce=0.1662, ear=-3.0589, loss=-0.1397]
[Train]:  20%|██        | 194/962 [00:19<01:13, 10.49it/s, ce=0.1656, ear=-3.0583, loss=-0.1402]
[Train]:  20%|██        | 194/962 [00:19<01:13, 10.49it/s, ce=0.1650, ear=-3.0575, loss=-0.1407]
[Train]:  20%|██        | 196/962 [00:19<01:13, 10.36it/s, ce=0.1650, ear=-3.0575, loss=-0.1407]
[Train]:  20%|██        | 196/962 [00:19<01:13, 10.36it/s, ce=0.1653, ear=-3.0572, loss=-0.1404]
[Train]:  20%|██        | 196/962 [00:19<01:13, 10.36it/s, ce=0.1648, ear=-3.0561, loss=-0.1408]
[Train]:  21%|██        | 198/962 [00:19<01:12, 10.47it/s, ce=0.1648, ear=-3.0561, loss=-0.1408]
[Train]:  21%|██        | 198/962 [00:20<01:12, 10.47it/s, ce=0.1663, ear=-3.0559, loss=-0.1393]
[Train]:  21%|██        | 198/962 [00:20<01:12, 10.47it/s, ce=0.1657, ear=-3.0561, loss=-0.1399]
[Train]:  21%|██        | 200/962 [00:20<01:12, 10.54it/s, ce=0.1657, ear=-3.0561, loss=-0.1399]
[Train]:  21%|██        | 200/962 [00:20<01:12, 10.54it/s, ce=0.1653, ear=-3.0554, loss=-0.1402]
[Train]:  21%|██        | 200/962 [00:20<01:12, 10.54it/s, ce=0.1646, ear=-3.0538, loss=-0.1408]
[Train]:  21%|██        | 202/962 [00:20<01:12, 10.51it/s, ce=0.1646, ear=-3.0538, loss=-0.1408]
[Train]:  21%|██        | 202/962 [00:20<01:12, 10.51it/s, ce=0.1647, ear=-3.0533, loss=-0.1406]
[Train]:  21%|██        | 202/962 [00:20<01:12, 10.51it/s, ce=0.1640, ear=-3.0535, loss=-0.1413]
[Train]:  21%|██        | 204/962 [00:20<01:12, 10.39it/s, ce=0.1640, ear=-3.0535, loss=-0.1413]
[Train]:  21%|██        | 204/962 [00:20<01:12, 10.39it/s, ce=0.1636, ear=-3.0531, loss=-0.1417]
[Train]:  21%|██        | 204/962 [00:20<01:12, 10.39it/s, ce=0.1631, ear=-3.0531, loss=-0.1423]
[Train]:  21%|██▏       | 206/962 [00:20<01:13, 10.26it/s, ce=0.1631, ear=-3.0531, loss=-0.1423]
[Train]:  21%|██▏       | 206/962 [00:20<01:13, 10.26it/s, ce=0.1639, ear=-3.0535, loss=-0.1414]
[Train]:  21%|██▏       | 206/962 [00:20<01:13, 10.26it/s, ce=0.1635, ear=-3.0538, loss=-0.1419]
[Train]:  22%|██▏       | 208/962 [00:20<01:12, 10.44it/s, ce=0.1635, ear=-3.0538, loss=-0.1419]
[Train]:  22%|██▏       | 208/962 [00:21<01:12, 10.44it/s, ce=0.1631, ear=-3.0536, loss=-0.1423]
[Train]:  22%|██▏       | 208/962 [00:21<01:12, 10.44it/s, ce=0.1628, ear=-3.0539, loss=-0.1426]
[Train]:  22%|██▏       | 210/962 [00:21<01:11, 10.56it/s, ce=0.1628, ear=-3.0539, loss=-0.1426]
[Train]:  22%|██▏       | 210/962 [00:21<01:11, 10.56it/s, ce=0.1621, ear=-3.0534, loss=-0.1432]
[Train]:  22%|██▏       | 210/962 [00:21<01:11, 10.56it/s, ce=0.1653, ear=-3.0532, loss=-0.1401]
[Train]:  22%|██▏       | 212/962 [00:21<01:10, 10.64it/s, ce=0.1653, ear=-3.0532, loss=-0.1401]
[Train]:  22%|██▏       | 212/962 [00:21<01:10, 10.64it/s, ce=0.1656, ear=-3.0517, loss=-0.1396]
[Train]:  22%|██▏       | 212/962 [00:21<01:10, 10.64it/s, ce=0.1653, ear=-3.0515, loss=-0.1398]
[Train]:  22%|██▏       | 214/962 [00:21<01:10, 10.60it/s, ce=0.1653, ear=-3.0515, loss=-0.1398]
[Train]:  22%|██▏       | 214/962 [00:21<01:10, 10.60it/s, ce=0.1652, ear=-3.0523, loss=-0.1400]
[Train]:  22%|██▏       | 214/962 [00:21<01:10, 10.60it/s, ce=0.1646, ear=-3.0527, loss=-0.1407]
[Train]:  22%|██▏       | 216/962 [00:21<01:13, 10.18it/s, ce=0.1646, ear=-3.0527, loss=-0.1407]
[Train]:  22%|██▏       | 216/962 [00:21<01:13, 10.18it/s, ce=0.1640, ear=-3.0528, loss=-0.1413]
[Train]:  22%|██▏       | 216/962 [00:21<01:13, 10.18it/s, ce=0.1637, ear=-3.0517, loss=-0.1415]
[Train]:  23%|██▎       | 218/962 [00:21<01:13, 10.14it/s, ce=0.1637, ear=-3.0517, loss=-0.1415]
[Train]:  23%|██▎       | 218/962 [00:21<01:13, 10.14it/s, ce=0.1630, ear=-3.0526, loss=-0.1422]
[Train]:  23%|██▎       | 218/962 [00:22<01:13, 10.14it/s, ce=0.1627, ear=-3.0534, loss=-0.1426]
[Train]:  23%|██▎       | 220/962 [00:22<01:11, 10.33it/s, ce=0.1627, ear=-3.0534, loss=-0.1426]
[Train]:  23%|██▎       | 220/962 [00:22<01:11, 10.33it/s, ce=0.1634, ear=-3.0535, loss=-0.1419]
[Train]:  23%|██▎       | 220/962 [00:22<01:11, 10.33it/s, ce=0.1645, ear=-3.0542, loss=-0.1409]
[Train]:  23%|██▎       | 222/962 [00:22<01:10, 10.48it/s, ce=0.1645, ear=-3.0542, loss=-0.1409]
[Train]:  23%|██▎       | 222/962 [00:22<01:10, 10.48it/s, ce=0.1647, ear=-3.0537, loss=-0.1407]
[Train]:  23%|██▎       | 222/962 [00:22<01:10, 10.48it/s, ce=0.1649, ear=-3.0532, loss=-0.1405]
[Train]:  23%|██▎       | 224/962 [00:22<01:09, 10.54it/s, ce=0.1649, ear=-3.0532, loss=-0.1405]
[Train]:  23%|██▎       | 224/962 [00:22<01:09, 10.54it/s, ce=0.1650, ear=-3.0525, loss=-0.1403]
[Train]:  23%|██▎       | 224/962 [00:22<01:09, 10.54it/s, ce=0.1645, ear=-3.0524, loss=-0.1407]
[Train]:  23%|██▎       | 226/962 [00:22<01:10, 10.39it/s, ce=0.1645, ear=-3.0524, loss=-0.1407]
[Train]:  23%|██▎       | 226/962 [00:22<01:10, 10.39it/s, ce=0.1639, ear=-3.0529, loss=-0.1414]
[Train]:  23%|██▎       | 226/962 [00:22<01:10, 10.39it/s, ce=0.1636, ear=-3.0529, loss=-0.1417]
[Train]:  24%|██▎       | 228/962 [00:22<01:10, 10.41it/s, ce=0.1636, ear=-3.0529, loss=-0.1417]
[Train]:  24%|██▎       | 228/962 [00:22<01:10, 10.41it/s, ce=0.1633, ear=-3.0527, loss=-0.1419]
[Train]:  24%|██▎       | 228/962 [00:23<01:10, 10.41it/s, ce=0.1629, ear=-3.0520, loss=-0.1423]
[Train]:  24%|██▍       | 230/962 [00:23<01:09, 10.54it/s, ce=0.1629, ear=-3.0520, loss=-0.1423]
[Train]:  24%|██▍       | 230/962 [00:23<01:09, 10.54it/s, ce=0.1634, ear=-3.0514, loss=-0.1417]
[Train]:  24%|██▍       | 230/962 [00:23<01:09, 10.54it/s, ce=0.1639, ear=-3.0508, loss=-0.1412]
[Train]:  24%|██▍       | 232/962 [00:23<01:08, 10.65it/s, ce=0.1639, ear=-3.0508, loss=-0.1412]
[Train]:  24%|██▍       | 232/962 [00:23<01:08, 10.65it/s, ce=0.1635, ear=-3.0519, loss=-0.1417]
[Train]:  24%|██▍       | 232/962 [00:23<01:08, 10.65it/s, ce=0.1631, ear=-3.0508, loss=-0.1419]
[Train]:  24%|██▍       | 234/962 [00:23<01:08, 10.66it/s, ce=0.1631, ear=-3.0508, loss=-0.1419]
[Train]:  24%|██▍       | 234/962 [00:23<01:08, 10.66it/s, ce=0.1634, ear=-3.0515, loss=-0.1418]
[Train]:  24%|██▍       | 234/962 [00:23<01:08, 10.66it/s, ce=0.1629, ear=-3.0520, loss=-0.1423]
[Train]:  25%|██▍       | 236/962 [00:23<01:09, 10.41it/s, ce=0.1629, ear=-3.0520, loss=-0.1423]
[Train]:  25%|██▍       | 236/962 [00:23<01:09, 10.41it/s, ce=0.1627, ear=-3.0512, loss=-0.1424]
[Train]:  25%|██▍       | 236/962 [00:23<01:09, 10.41it/s, ce=0.1628, ear=-3.0511, loss=-0.1423]
[Train]:  25%|██▍       | 238/962 [00:23<01:08, 10.53it/s, ce=0.1628, ear=-3.0511, loss=-0.1423]
[Train]:  25%|██▍       | 238/962 [00:23<01:08, 10.53it/s, ce=0.1639, ear=-3.0509, loss=-0.1412]
[Train]:  25%|██▍       | 238/962 [00:23<01:08, 10.53it/s, ce=0.1633, ear=-3.0510, loss=-0.1418]
[Train]:  25%|██▍       | 240/962 [00:23<01:07, 10.66it/s, ce=0.1633, ear=-3.0510, loss=-0.1418]
[Train]:  25%|██▍       | 240/962 [00:24<01:07, 10.66it/s, ce=0.1628, ear=-3.0512, loss=-0.1424]
[Train]:  25%|██▍       | 240/962 [00:24<01:07, 10.66it/s, ce=0.1623, ear=-3.0523, loss=-0.1429]
[Train]:  25%|██▌       | 242/962 [00:24<01:07, 10.67it/s, ce=0.1623, ear=-3.0523, loss=-0.1429]
[Train]:  25%|██▌       | 242/962 [00:24<01:07, 10.67it/s, ce=0.1617, ear=-3.0528, loss=-0.1436]
[Train]:  25%|██▌       | 242/962 [00:24<01:07, 10.67it/s, ce=0.1628, ear=-3.0534, loss=-0.1425]
[Train]:  25%|██▌       | 244/962 [00:24<01:07, 10.61it/s, ce=0.1628, ear=-3.0534, loss=-0.1425]
[Train]:  25%|██▌       | 244/962 [00:24<01:07, 10.61it/s, ce=0.1624, ear=-3.0532, loss=-0.1429]
[Train]:  25%|██▌       | 244/962 [00:24<01:07, 10.61it/s, ce=0.1619, ear=-3.0537, loss=-0.1435]
[Train]:  26%|██▌       | 246/962 [00:24<01:08, 10.41it/s, ce=0.1619, ear=-3.0537, loss=-0.1435]
[Train]:  26%|██▌       | 246/962 [00:24<01:08, 10.41it/s, ce=0.1614, ear=-3.0538, loss=-0.1439]
[Train]:  26%|██▌       | 246/962 [00:24<01:08, 10.41it/s, ce=0.1609, ear=-3.0543, loss=-0.1445]
[Train]:  26%|██▌       | 248/962 [00:24<01:07, 10.55it/s, ce=0.1609, ear=-3.0543, loss=-0.1445]
[Train]:  26%|██▌       | 248/962 [00:24<01:07, 10.55it/s, ce=0.1604, ear=-3.0551, loss=-0.1451]
[Train]:  26%|██▌       | 248/962 [00:24<01:07, 10.55it/s, ce=0.1608, ear=-3.0558, loss=-0.1447]
[Train]:  26%|██▌       | 250/962 [00:24<01:07, 10.62it/s, ce=0.1608, ear=-3.0558, loss=-0.1447]
[Train]:  26%|██▌       | 250/962 [00:25<01:07, 10.62it/s, ce=0.1608, ear=-3.0552, loss=-0.1447]
[Train]:  26%|██▌       | 250/962 [00:25<01:07, 10.62it/s, ce=0.1605, ear=-3.0549, loss=-0.1450]
[Train]:  26%|██▌       | 252/962 [00:25<01:07, 10.55it/s, ce=0.1605, ear=-3.0549, loss=-0.1450]
[Train]:  26%|██▌       | 252/962 [00:25<01:07, 10.55it/s, ce=0.1599, ear=-3.0554, loss=-0.1456]
[Train]:  26%|██▌       | 252/962 [00:25<01:07, 10.55it/s, ce=0.1595, ear=-3.0553, loss=-0.1461]
[Train]:  26%|██▋       | 254/962 [00:25<01:06, 10.57it/s, ce=0.1595, ear=-3.0553, loss=-0.1461]
[Train]:  26%|██▋       | 254/962 [00:25<01:06, 10.57it/s, ce=0.1601, ear=-3.0557, loss=-0.1455]
[Train]:  26%|██▋       | 254/962 [00:25<01:06, 10.57it/s, ce=0.1596, ear=-3.0561, loss=-0.1460]
[Train]:  27%|██▋       | 256/962 [00:25<01:07, 10.48it/s, ce=0.1596, ear=-3.0561, loss=-0.1460]
[Train]:  27%|██▋       | 256/962 [00:25<01:07, 10.48it/s, ce=0.1594, ear=-3.0566, loss=-0.1462]
[Train]:  27%|██▋       | 256/962 [00:25<01:07, 10.48it/s, ce=0.1590, ear=-3.0551, loss=-0.1465]
[Train]:  27%|██▋       | 258/962 [00:25<01:06, 10.62it/s, ce=0.1590, ear=-3.0551, loss=-0.1465]
[Train]:  27%|██▋       | 258/962 [00:25<01:06, 10.62it/s, ce=0.1594, ear=-3.0547, loss=-0.1460]
[Train]:  27%|██▋       | 258/962 [00:25<01:06, 10.62it/s, ce=0.1592, ear=-3.0549, loss=-0.1463]
[Train]:  27%|██▋       | 260/962 [00:25<01:05, 10.73it/s, ce=0.1592, ear=-3.0549, loss=-0.1463]
[Train]:  27%|██▋       | 260/962 [00:25<01:05, 10.73it/s, ce=0.1588, ear=-3.0550, loss=-0.1467]
[Train]:  27%|██▋       | 260/962 [00:26<01:05, 10.73it/s, ce=0.1594, ear=-3.0540, loss=-0.1460]
[Train]:  27%|██▋       | 262/962 [00:26<01:04, 10.77it/s, ce=0.1594, ear=-3.0540, loss=-0.1460]
[Train]:  27%|██▋       | 262/962 [00:26<01:04, 10.77it/s, ce=0.1592, ear=-3.0545, loss=-0.1463]
[Train]:  27%|██▋       | 262/962 [00:26<01:04, 10.77it/s, ce=0.1590, ear=-3.0536, loss=-0.1464]
[Train]:  27%|██▋       | 264/962 [00:26<01:05, 10.69it/s, ce=0.1590, ear=-3.0536, loss=-0.1464]
[Train]:  27%|██▋       | 264/962 [00:26<01:05, 10.69it/s, ce=0.1587, ear=-3.0537, loss=-0.1467]
[Train]:  27%|██▋       | 264/962 [00:26<01:05, 10.69it/s, ce=0.1583, ear=-3.0539, loss=-0.1471]
[Train]:  28%|██▊       | 266/962 [00:26<01:05, 10.59it/s, ce=0.1583, ear=-3.0539, loss=-0.1471]
[Train]:  28%|██▊       | 266/962 [00:26<01:05, 10.59it/s, ce=0.1582, ear=-3.0528, loss=-0.1470]
[Train]:  28%|██▊       | 266/962 [00:26<01:05, 10.59it/s, ce=0.1579, ear=-3.0526, loss=-0.1473]
[Train]:  28%|██▊       | 268/962 [00:26<01:05, 10.67it/s, ce=0.1579, ear=-3.0526, loss=-0.1473]
