
>>> [1/63] GetFair | toxigen | seed=2024
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset toxigen --seed 2024 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 05:11:32 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_toxigen_seed2024_0315_0511
[Data] Train: 7168 | Val: 896 | Test: 896
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/448 [00:00<?, ?it/s]
[Train]:  71%|███████   | 319/448 [01:10<00:27,  4.62it/s, ce=0.5809, gf=0.0015, loss=0.5817]
[Train]:  71%|███████▏  | 320/448 [01:10<00:28,  4.53it/s, ce=0.5809, gf=0.0015, loss=0.5817]
[Train]:  71%|███████▏  | 320/448 [01:10<00:28,  4.53it/s, ce=0.5807, gf=0.0015, loss=0.5815]
[Train]:  72%|███████▏  | 321/448 [01:10<00:27,  4.63it/s, ce=0.5807, gf=0.0015, loss=0.5815]
[Train]:  72%|███████▏  | 321/448 [01:11<00:27,  4.63it/s, ce=0.5797, gf=0.0015, loss=0.5804]
[Train]:  72%|███████▏  | 322/448 [01:11<00:27,  4.52it/s, ce=0.5797, gf=0.0015, loss=0.5804]
[Train]:  72%|███████▏  | 322/448 [01:11<00:27,  4.52it/s, ce=0.5789, gf=0.0015, loss=0.5796]
[Train]:  72%|███████▏  | 323/448 [01:11<00:26,  4.63it/s, ce=0.5789, gf=0.0015, loss=0.5796]
[Train]:  72%|███████▏  | 323/448 [01:11<00:26,  4.63it/s, ce=0.5783, gf=0.0015, loss=0.5790]
[Train]:  72%|███████▏  | 324/448 [01:11<00:27,  4.55it/s, ce=0.5783, gf=0.0015, loss=0.5790]
[Train]:  72%|███████▏  | 324/448 [01:11<00:27,  4.55it/s, ce=0.5779, gf=0.0015, loss=0.5786]
[Train]:  73%|███████▎  | 325/448 [01:11<00:26,  4.65it/s, ce=0.5779, gf=0.0015, loss=0.5786]
[Train]:  73%|███████▎  | 325/448 [01:11<00:26,  4.65it/s, ce=0.5776, gf=0.0015, loss=0.5783]
[Train]:  73%|███████▎  | 326/448 [01:11<00:26,  4.55it/s, ce=0.5776, gf=0.0015, loss=0.5783]
[Train]:  73%|███████▎  | 326/448 [01:12<00:26,  4.55it/s, ce=0.5767, gf=0.0015, loss=0.5775]
[Train]:  73%|███████▎  | 327/448 [01:12<00:26,  4.62it/s, ce=0.5767, gf=0.0015, loss=0.5775]
[Train]:  73%|███████▎  | 327/448 [01:12<00:26,  4.62it/s, ce=0.5760, gf=0.0014, loss=0.5767]
[Train]:  73%|███████▎  | 328/448 [01:12<00:26,  4.53it/s, ce=0.5760, gf=0.0014, loss=0.5767]
[Train]:  73%|███████▎  | 328/448 [01:12<00:26,  4.53it/s, ce=0.5762, gf=0.0015, loss=0.5770]
[Train]:  73%|███████▎  | 329/448 [01:12<00:25,  4.62it/s, ce=0.5762, gf=0.0015, loss=0.5770]
[Train]:  73%|███████▎  | 329/448 [01:12<00:25,  4.62it/s, ce=0.5765, gf=0.0015, loss=0.5773]
[Train]:  74%|███████▎  | 330/448 [01:12<00:26,  4.51it/s, ce=0.5765, gf=0.0015, loss=0.5773]
[Train]:  74%|███████▎  | 330/448 [01:12<00:26,  4.51it/s, ce=0.5758, gf=0.0015, loss=0.5766]
[Train]:  74%|███████▍  | 331/448 [01:12<00:25,  4.61it/s, ce=0.5758, gf=0.0015, loss=0.5766]
[Train]:  74%|███████▍  | 331/448 [01:13<00:25,  4.61it/s, ce=0.5753, gf=0.0016, loss=0.5761]
[Train]:  74%|███████▍  | 332/448 [01:13<00:25,  4.50it/s, ce=0.5753, gf=0.0016, loss=0.5761]
[Train]:  74%|███████▍  | 332/448 [01:13<00:25,  4.50it/s, ce=0.5749, gf=0.0016, loss=0.5757]
[Train]:  74%|███████▍  | 333/448 [01:13<00:25,  4.59it/s, ce=0.5749, gf=0.0016, loss=0.5757]
[Train]:  74%|███████▍  | 333/448 [01:13<00:25,  4.59it/s, ce=0.5742, gf=0.0016, loss=0.5749]
[Train]:  75%|███████▍  | 334/448 [01:13<00:25,  4.45it/s, ce=0.5742, gf=0.0016, loss=0.5749]
[Train]:  75%|███████▍  | 334/448 [01:13<00:25,  4.45it/s, ce=0.5730, gf=0.0016, loss=0.5738]
[Train]:  75%|███████▍  | 335/448 [01:13<00:25,  4.51it/s, ce=0.5730, gf=0.0016, loss=0.5738]
[Train]:  75%|███████▍  | 335/448 [01:14<00:25,  4.51it/s, ce=0.5721, gf=0.0016, loss=0.5729]
[Train]:  75%|███████▌  | 336/448 [01:14<00:25,  4.41it/s, ce=0.5721, gf=0.0016, loss=0.5729]
[Train]:  75%|███████▌  | 336/448 [01:14<00:25,  4.41it/s, ce=0.5715, gf=0.0016, loss=0.5723]
[Train]:  75%|███████▌  | 337/448 [01:14<00:24,  4.52it/s, ce=0.5715, gf=0.0016, loss=0.5723]
[Train]:  75%|███████▌  | 337/448 [01:14<00:24,  4.52it/s, ce=0.5713, gf=0.0016, loss=0.5720]
[Train]:  75%|███████▌  | 338/448 [01:14<00:24,  4.46it/s, ce=0.5713, gf=0.0016, loss=0.5720]
[Train]:  75%|███████▌  | 338/448 [01:14<00:24,  4.46it/s, ce=0.5707, gf=0.0016, loss=0.5715]
[Train]:  76%|███████▌  | 339/448 [01:14<00:23,  4.58it/s, ce=0.5707, gf=0.0016, loss=0.5715]
[Train]:  76%|███████▌  | 339/448 [01:14<00:23,  4.58it/s, ce=0.5708, gf=0.0016, loss=0.5716]
[Train]:  76%|███████▌  | 340/448 [01:14<00:24,  4.50it/s, ce=0.5708, gf=0.0016, loss=0.5716]
[Train]:  76%|███████▌  | 340/448 [01:15<00:24,  4.50it/s, ce=0.5711, gf=0.0016, loss=0.5719]
[Train]:  76%|███████▌  | 341/448 [01:15<00:23,  4.56it/s, ce=0.5711, gf=0.0016, loss=0.5719]
[Train]:  76%|███████▌  | 341/448 [01:15<00:23,  4.56it/s, ce=0.5702, gf=0.0016, loss=0.5710]
[Train]:  76%|███████▋  | 342/448 [01:15<00:23,  4.46it/s, ce=0.5702, gf=0.0016, loss=0.5710]
[Train]:  76%|███████▋  | 342/448 [01:15<00:23,  4.46it/s, ce=0.5694, gf=0.0016, loss=0.5702]
[Train]:  77%|███████▋  | 343/448 [01:15<00:23,  4.56it/s, ce=0.5694, gf=0.0016, loss=0.5702]
[Train]:  77%|███████▋  | 343/448 [01:15<00:23,  4.56it/s, ce=0.5696, gf=0.0016, loss=0.5704]
[Train]:  77%|███████▋  | 344/448 [01:15<00:23,  4.47it/s, ce=0.5696, gf=0.0016, loss=0.5704]
[Train]:  77%|███████▋  | 344/448 [01:16<00:23,  4.47it/s, ce=0.5686, gf=0.0016, loss=0.5694]
[Train]:  77%|███████▋  | 345/448 [01:16<00:22,  4.58it/s, ce=0.5686, gf=0.0016, loss=0.5694]
[Train]:  77%|███████▋  | 345/448 [01:16<00:22,  4.58it/s, ce=0.5684, gf=0.0016, loss=0.5692]
[Train]:  77%|███████▋  | 346/448 [01:16<00:22,  4.50it/s, ce=0.5684, gf=0.0016, loss=0.5692]
[Train]:  77%|███████▋  | 346/448 [01:16<00:22,  4.50it/s, ce=0.5683, gf=0.0016, loss=0.5690]
[Train]:  77%|███████▋  | 347/448 [01:16<00:21,  4.61it/s, ce=0.5683, gf=0.0016, loss=0.5690]
[Train]:  77%|███████▋  | 347/448 [01:16<00:21,  4.61it/s, ce=0.5675, gf=0.0016, loss=0.5683]
[Train]:  78%|███████▊  | 348/448 [01:16<00:22,  4.53it/s, ce=0.5675, gf=0.0016, loss=0.5683]
[Train]:  78%|███████▊  | 348/448 [01:16<00:22,  4.53it/s, ce=0.5678, gf=0.0016, loss=0.5686]
[Train]:  78%|███████▊  | 349/448 [01:16<00:21,  4.62it/s, ce=0.5678, gf=0.0016, loss=0.5686]
[Train]:  78%|███████▊  | 349/448 [01:17<00:21,  4.62it/s, ce=0.5677, gf=0.0016, loss=0.5685]
[Train]:  78%|███████▊  | 350/448 [01:17<00:21,  4.53it/s, ce=0.5677, gf=0.0016, loss=0.5685]
[Train]:  78%|███████▊  | 350/448 [01:17<00:21,  4.53it/s, ce=0.5674, gf=0.0017, loss=0.5683]
[Train]:  78%|███████▊  | 351/448 [01:17<00:20,  4.64it/s, ce=0.5674, gf=0.0017, loss=0.5683]
[Train]:  78%|███████▊  | 351/448 [01:17<00:20,  4.64it/s, ce=0.5676, gf=0.0017, loss=0.5684]
[Train]:  79%|███████▊  | 352/448 [01:17<00:21,  4.56it/s, ce=0.5676, gf=0.0017, loss=0.5684]
[Train]:  79%|███████▊  | 352/448 [01:17<00:21,  4.56it/s, ce=0.5674, gf=0.0017, loss=0.5683]
[Train]:  79%|███████▉  | 353/448 [01:17<00:20,  4.64it/s, ce=0.5674, gf=0.0017, loss=0.5683]
[Train]:  79%|███████▉  | 353/448 [01:18<00:20,  4.64it/s, ce=0.5675, gf=0.0017, loss=0.5683]
[Train]:  79%|███████▉  | 354/448 [01:18<00:20,  4.49it/s, ce=0.5675, gf=0.0017, loss=0.5683]
[Train]:  79%|███████▉  | 354/448 [01:18<00:20,  4.49it/s, ce=0.5673, gf=0.0017, loss=0.5682]
[Train]:  79%|███████▉  | 355/448 [01:18<00:20,  4.57it/s, ce=0.5673, gf=0.0017, loss=0.5682]
[Train]:  79%|███████▉  | 355/448 [01:18<00:20,  4.57it/s, ce=0.5667, gf=0.0017, loss=0.5675]
[Train]:  79%|███████▉  | 356/448 [01:18<00:20,  4.48it/s, ce=0.5667, gf=0.0017, loss=0.5675]
[Train]:  79%|███████▉  | 356/448 [01:18<00:20,  4.48it/s, ce=0.5658, gf=0.0017, loss=0.5666]
[Train]:  80%|███████▉  | 357/448 [01:18<00:19,  4.58it/s, ce=0.5658, gf=0.0017, loss=0.5666]
[Train]:  80%|███████▉  | 357/448 [01:18<00:19,  4.58it/s, ce=0.5651, gf=0.0017, loss=0.5660]
[Train]:  80%|███████▉  | 358/448 [01:18<00:20,  4.49it/s, ce=0.5651, gf=0.0017, loss=0.5660]
[Train]:  80%|███████▉  | 358/448 [01:19<00:20,  4.49it/s, ce=0.5645, gf=0.0017, loss=0.5654]
[Train]:  80%|████████  | 359/448 [01:19<00:19,  4.59it/s, ce=0.5645, gf=0.0017, loss=0.5654]
[Train]:  80%|████████  | 359/448 [01:19<00:19,  4.59it/s, ce=0.5639, gf=0.0017, loss=0.5647]
[Train]:  80%|████████  | 360/448 [01:19<00:19,  4.52it/s, ce=0.5639, gf=0.0017, loss=0.5647]
[Train]:  80%|████████  | 360/448 [01:19<00:19,  4.52it/s, ce=0.5632, gf=0.0017, loss=0.5641]
[Train]:  81%|████████  | 361/448 [01:19<00:18,  4.61it/s, ce=0.5632, gf=0.0017, loss=0.5641]
[Train]:  81%|████████  | 361/448 [01:19<00:18,  4.61it/s, ce=0.5627, gf=0.0017, loss=0.5636]
[Train]:  81%|████████  | 362/448 [01:19<00:18,  4.53it/s, ce=0.5627, gf=0.0017, loss=0.5636]
[Train]:  81%|████████  | 362/448 [01:20<00:18,  4.53it/s, ce=0.5615, gf=0.0017, loss=0.5624]
[Train]:  81%|████████  | 363/448 [01:20<00:18,  4.63it/s, ce=0.5615, gf=0.0017, loss=0.5624]
[Train]:  81%|████████  | 363/448 [01:20<00:18,  4.63it/s, ce=0.5610, gf=0.0017, loss=0.5618]
[Train]:  81%|████████▏ | 364/448 [01:20<00:18,  4.54it/s, ce=0.5610, gf=0.0017, loss=0.5618]
[Train]:  81%|████████▏ | 364/448 [01:20<00:18,  4.54it/s, ce=0.5603, gf=0.0017, loss=0.5611]
[Train]:  81%|████████▏ | 365/448 [01:20<00:17,  4.64it/s, ce=0.5603, gf=0.0017, loss=0.5611]
[Train]:  81%|████████▏ | 365/448 [01:20<00:17,  4.64it/s, ce=0.5609, gf=0.0017, loss=0.5617]
[Train]:  82%|████████▏ | 366/448 [01:20<00:18,  4.55it/s, ce=0.5609, gf=0.0017, loss=0.5617]
[Train]:  82%|████████▏ | 366/448 [01:20<00:18,  4.55it/s, ce=0.5606, gf=0.0017, loss=0.5615]
[Train]:  82%|████████▏ | 367/448 [01:20<00:17,  4.64it/s, ce=0.5606, gf=0.0017, loss=0.5615]
[Train]:  82%|████████▏ | 367/448 [01:21<00:17,  4.64it/s, ce=0.5606, gf=0.0017, loss=0.5615]
[Train]:  82%|████████▏ | 368/448 [01:21<00:17,  4.53it/s, ce=0.5606, gf=0.0017, loss=0.5615]
[Train]:  82%|████████▏ | 368/448 [01:21<00:17,  4.53it/s, ce=0.5600, gf=0.0017, loss=0.5609]
[Train]:  82%|████████▏ | 369/448 [01:21<00:17,  4.63it/s, ce=0.5600, gf=0.0017, loss=0.5609]
[Train]:  82%|████████▏ | 369/448 [01:21<00:17,  4.63it/s, ce=0.5594, gf=0.0017, loss=0.5603]
[Train]:  83%|████████▎ | 370/448 [01:21<00:17,  4.54it/s, ce=0.5594, gf=0.0017, loss=0.5603]
[Train]:  83%|████████▎ | 370/448 [01:21<00:17,  4.54it/s, ce=0.5594, gf=0.0017, loss=0.5603]
[Train]:  83%|████████▎ | 371/448 [01:21<00:16,  4.64it/s, ce=0.5594, gf=0.0017, loss=0.5603]
[Train]:  83%|████████▎ | 371/448 [01:21<00:16,  4.64it/s, ce=0.5585, gf=0.0017, loss=0.5593]
[Train]:  83%|████████▎ | 372/448 [01:21<00:16,  4.55it/s, ce=0.5585, gf=0.0017, loss=0.5593]
[Train]:  83%|████████▎ | 372/448 [01:22<00:16,  4.55it/s, ce=0.5581, gf=0.0017, loss=0.5589]
[Train]:  83%|████████▎ | 373/448 [01:22<00:16,  4.65it/s, ce=0.5581, gf=0.0017, loss=0.5589]
[Train]:  83%|████████▎ | 373/448 [01:22<00:16,  4.65it/s, ce=0.5576, gf=0.0017, loss=0.5584]
[Train]:  83%|████████▎ | 374/448 [01:22<00:16,  4.54it/s, ce=0.5576, gf=0.0017, loss=0.5584]
[Train]:  83%|████████▎ | 374/448 [01:22<00:16,  4.54it/s, ce=0.5572, gf=0.0017, loss=0.5581]
[Train]:  84%|████████▎ | 375/448 [01:22<00:15,  4.63it/s, ce=0.5572, gf=0.0017, loss=0.5581]
[Train]:  84%|████████▎ | 375/448 [01:22<00:15,  4.63it/s, ce=0.5564, gf=0.0017, loss=0.5572]
[Train]:  84%|████████▍ | 376/448 [01:22<00:15,  4.54it/s, ce=0.5564, gf=0.0017, loss=0.5572]
[Train]:  84%|████████▍ | 376/448 [01:23<00:15,  4.54it/s, ce=0.5559, gf=0.0017, loss=0.5567]
[Train]:  84%|████████▍ | 377/448 [01:23<00:15,  4.64it/s, ce=0.5559, gf=0.0017, loss=0.5567]
[Train]:  84%|████████▍ | 377/448 [01:23<00:15,  4.64it/s, ce=0.5566, gf=0.0017, loss=0.5575]
[Train]:  84%|████████▍ | 378/448 [01:23<00:15,  4.55it/s, ce=0.5566, gf=0.0017, loss=0.5575]
[Train]:  84%|████████▍ | 378/448 [01:23<00:15,  4.55it/s, ce=0.5571, gf=0.0018, loss=0.5580]
[Train]:  85%|████████▍ | 379/448 [01:23<00:14,  4.63it/s, ce=0.5571, gf=0.0018, loss=0.5580]
[Train]:  85%|████████▍ | 379/448 [01:23<00:14,  4.63it/s, ce=0.5561, gf=0.0018, loss=0.5569]
[Train]:  85%|████████▍ | 380/448 [01:23<00:14,  4.54it/s, ce=0.5561, gf=0.0018, loss=0.5569]
[Train]:  85%|████████▍ | 380/448 [01:23<00:14,  4.54it/s, ce=0.5552, gf=0.0018, loss=0.5561]
[Train]:  85%|████████▌ | 381/448 [01:23<00:14,  4.62it/s, ce=0.5552, gf=0.0018, loss=0.5561]
[Train]:  85%|████████▌ | 381/448 [01:24<00:14,  4.62it/s, ce=0.5542, gf=0.0017, loss=0.5550]
[Train]:  85%|████████▌ | 382/448 [01:24<00:14,  4.54it/s, ce=0.5542, gf=0.0017, loss=0.5550]
[Train]:  85%|████████▌ | 382/448 [01:24<00:14,  4.54it/s, ce=0.5538, gf=0.0017, loss=0.5547]
[Train]:  85%|████████▌ | 383/448 [01:24<00:14,  4.64it/s, ce=0.5538, gf=0.0017, loss=0.5547]
[Train]:  85%|████████▌ | 383/448 [01:24<00:14,  4.64it/s, ce=0.5533, gf=0.0017, loss=0.5541]
[Train]:  86%|████████▌ | 384/448 [01:24<00:14,  4.52it/s, ce=0.5533, gf=0.0017, loss=0.5541]
[Train]:  86%|████████▌ | 384/448 [01:24<00:14,  4.52it/s, ce=0.5525, gf=0.0017, loss=0.5534]
[Train]:  86%|████████▌ | 385/448 [01:24<00:13,  4.59it/s, ce=0.5525, gf=0.0017, loss=0.5534]
[Train]:  86%|████████▌ | 385/448 [01:25<00:13,  4.59it/s, ce=0.5519, gf=0.0017, loss=0.5527]
[Train]:  86%|████████▌ | 386/448 [01:25<00:13,  4.49it/s, ce=0.5519, gf=0.0017, loss=0.5527]
[Train]:  86%|████████▌ | 386/448 [01:25<00:13,  4.49it/s, ce=0.5510, gf=0.0017, loss=0.5519]
[Train]:  86%|████████▋ | 387/448 [01:25<00:13,  4.60it/s, ce=0.5510, gf=0.0017, loss=0.5519]
[Train]:  86%|████████▋ | 387/448 [01:25<00:13,  4.60it/s, ce=0.5504, gf=0.0017, loss=0.5513]
[Train]:  87%|████████▋ | 388/448 [01:25<00:13,  4.51it/s, ce=0.5504, gf=0.0017, loss=0.5513]
[Train]:  87%|████████▋ | 388/448 [01:25<00:13,  4.51it/s, ce=0.5496, gf=0.0017, loss=0.5505]
[Train]:  87%|████████▋ | 389/448 [01:25<00:12,  4.62it/s, ce=0.5496, gf=0.0017, loss=0.5505]
[Train]:  87%|████████▋ | 389/448 [01:25<00:12,  4.62it/s, ce=0.5493, gf=0.0017, loss=0.5502]
[Train]:  87%|████████▋ | 390/448 [01:25<00:12,  4.53it/s, ce=0.5493, gf=0.0017, loss=0.5502]
[Train]:  87%|████████▋ | 390/448 [01:26<00:12,  4.53it/s, ce=0.5489, gf=0.0017, loss=0.5497]
[Train]:  87%|████████▋ | 391/448 [01:26<00:12,  4.63it/s, ce=0.5489, gf=0.0017, loss=0.5497]
[Train]:  87%|████████▋ | 391/448 [01:26<00:12,  4.63it/s, ce=0.5488, gf=0.0017, loss=0.5497]
[Train]:  88%|████████▊ | 392/448 [01:26<00:12,  4.53it/s, ce=0.5488, gf=0.0017, loss=0.5497]
[Train]:  88%|████████▊ | 392/448 [01:26<00:12,  4.53it/s, ce=0.5482, gf=0.0017, loss=0.5491]
[Train]:  88%|████████▊ | 393/448 [01:26<00:11,  4.63it/s, ce=0.5482, gf=0.0017, loss=0.5491]
[Train]:  88%|████████▊ | 393/448 [01:26<00:11,  4.63it/s, ce=0.5479, gf=0.0017, loss=0.5488]
[Train]:  88%|████████▊ | 394/448 [01:26<00:11,  4.54it/s, ce=0.5479, gf=0.0017, loss=0.5488]
[Train]:  88%|████████▊ | 394/448 [01:27<00:11,  4.54it/s, ce=0.5471, gf=0.0017, loss=0.5479]
[Train]:  88%|████████▊ | 395/448 [01:27<00:11,  4.62it/s, ce=0.5471, gf=0.0017, loss=0.5479]
[Train]:  88%|████████▊ | 395/448 [01:27<00:11,  4.62it/s, ce=0.5461, gf=0.0017, loss=0.5469]
[Train]:  88%|████████▊ | 396/448 [01:27<00:11,  4.53it/s, ce=0.5461, gf=0.0017, loss=0.5469]
[Train]:  88%|████████▊ | 396/448 [01:27<00:11,  4.53it/s, ce=0.5463, gf=0.0017, loss=0.5471]
[Train]:  89%|████████▊ | 397/448 [01:27<00:11,  4.62it/s, ce=0.5463, gf=0.0017, loss=0.5471]
[Train]:  89%|████████▊ | 397/448 [01:27<00:11,  4.62it/s, ce=0.5457, gf=0.0017, loss=0.5466]
[Train]:  89%|████████▉ | 398/448 [01:27<00:11,  4.54it/s, ce=0.5457, gf=0.0017, loss=0.5466]
[Train]:  89%|████████▉ | 398/448 [01:27<00:11,  4.54it/s, ce=0.5458, gf=0.0017, loss=0.5466]
[Train]:  89%|████████▉ | 399/448 [01:27<00:10,  4.63it/s, ce=0.5458, gf=0.0017, loss=0.5466]
[Train]:  89%|████████▉ | 399/448 [01:28<00:10,  4.63it/s, ce=0.5447, gf=0.0017, loss=0.5456]
[Train]:  89%|████████▉ | 400/448 [01:28<00:10,  4.51it/s, ce=0.5447, gf=0.0017, loss=0.5456]
[Train]:  89%|████████▉ | 400/448 [01:28<00:10,  4.51it/s, ce=0.5438, gf=0.0017, loss=0.5446]
[Train]:  90%|████████▉ | 401/448 [01:28<00:10,  4.58it/s, ce=0.5438, gf=0.0017, loss=0.5446]
[Train]:  90%|████████▉ | 401/448 [01:28<00:10,  4.58it/s, ce=0.5439, gf=0.0017, loss=0.5448]
[Train]:  90%|████████▉ | 402/448 [01:28<00:10,  4.49it/s, ce=0.5439, gf=0.0017, loss=0.5448]
[Train]:  90%|████████▉ | 402/448 [01:28<00:10,  4.49it/s, ce=0.5431, gf=0.0017, loss=0.5440]
[Train]:  90%|████████▉ | 403/448 [01:28<00:09,  4.57it/s, ce=0.5431, gf=0.0017, loss=0.5440]
[Train]:  90%|████████▉ | 403/448 [01:29<00:09,  4.57it/s, ce=0.5426, gf=0.0017, loss=0.5435]
[Train]:  90%|█████████ | 404/448 [01:29<00:09,  4.49it/s, ce=0.5426, gf=0.0017, loss=0.5435]
[Train]:  90%|█████████ | 404/448 [01:29<00:09,  4.49it/s, ce=0.5422, gf=0.0017, loss=0.5430]
[Train]:  90%|█████████ | 405/448 [01:29<00:09,  4.56it/s, ce=0.5422, gf=0.0017, loss=0.5430]
[Train]:  90%|█████████ | 405/448 [01:29<00:09,  4.56it/s, ce=0.5413, gf=0.0017, loss=0.5422]
[Train]:  91%|█████████ | 406/448 [01:29<00:09,  4.48it/s, ce=0.5413, gf=0.0017, loss=0.5422]
[Train]:  91%|█████████ | 406/448 [01:29<00:09,  4.48it/s, ce=0.5407, gf=0.0017, loss=0.5415]
[Train]:  91%|█████████ | 407/448 [01:29<00:08,  4.60it/s, ce=0.5407, gf=0.0017, loss=0.5415]
[Train]:  91%|█████████ | 407/448 [01:29<00:08,  4.60it/s, ce=0.5400, gf=0.0017, loss=0.5409]
[Train]:  91%|█████████ | 408/448 [01:29<00:08,  4.52it/s, ce=0.5400, gf=0.0017, loss=0.5409]
[Train]:  91%|█████████ | 408/448 [01:30<00:08,  4.52it/s, ce=0.5406, gf=0.0017, loss=0.5414]
[Train]:  91%|█████████▏| 409/448 [01:30<00:08,  4.56it/s, ce=0.5406, gf=0.0017, loss=0.5414]
[Train]:  91%|█████████▏| 409/448 [01:30<00:08,  4.56it/s, ce=0.5401, gf=0.0017, loss=0.5409]
[Train]:  92%|█████████▏| 410/448 [01:30<00:08,  4.44it/s, ce=0.5401, gf=0.0017, loss=0.5409]
[Train]:  92%|█████████▏| 410/448 [01:30<00:08,  4.44it/s, ce=0.5390, gf=0.0017, loss=0.5399]
[Train]:  92%|█████████▏| 411/448 [01:30<00:08,  4.56it/s, ce=0.5390, gf=0.0017, loss=0.5399]
[Train]:  92%|█████████▏| 411/448 [01:30<00:08,  4.56it/s, ce=0.5388, gf=0.0017, loss=0.5396]
[Train]:  92%|█████████▏| 412/448 [01:30<00:08,  4.49it/s, ce=0.5388, gf=0.0017, loss=0.5396]
[Train]:  92%|█████████▏| 412/448 [01:30<00:08,  4.49it/s, ce=0.5381, gf=0.0017, loss=0.5390]
[Train]:  92%|█████████▏| 413/448 [01:30<00:07,  4.58it/s, ce=0.5381, gf=0.0017, loss=0.5390]
[Train]:  92%|█████████▏| 413/448 [01:31<00:07,  4.58it/s, ce=0.5379, gf=0.0017, loss=0.5387]
[Train]:  92%|█████████▏| 414/448 [01:31<00:07,  4.50it/s, ce=0.5379, gf=0.0017, loss=0.5387]
[Train]:  92%|█████████▏| 414/448 [01:31<00:07,  4.50it/s, ce=0.5375, gf=0.0017, loss=0.5384]
[Train]:  93%|█████████▎| 415/448 [01:31<00:07,  4.60it/s, ce=0.5375, gf=0.0017, loss=0.5384]
[Train]:  93%|█████████▎| 415/448 [01:31<00:07,  4.60it/s, ce=0.5376, gf=0.0017, loss=0.5385]
[Train]:  93%|█████████▎| 416/448 [01:31<00:07,  4.50it/s, ce=0.5376, gf=0.0017, loss=0.5385]
[Train]:  93%|█████████▎| 416/448 [01:31<00:07,  4.50it/s, ce=0.5371, gf=0.0017, loss=0.5380]
[Train]:  93%|█████████▎| 417/448 [01:31<00:06,  4.60it/s, ce=0.5371, gf=0.0017, loss=0.5380]
[Train]:  93%|█████████▎| 417/448 [01:32<00:06,  4.60it/s, ce=0.5366, gf=0.0017, loss=0.5374]
[Train]:  93%|█████████▎| 418/448 [01:32<00:06,  4.51it/s, ce=0.5366, gf=0.0017, loss=0.5374]
[Train]:  93%|█████████▎| 418/448 [01:32<00:06,  4.51it/s, ce=0.5362, gf=0.0017, loss=0.5370]
[Train]:  94%|█████████▎| 419/448 [01:32<00:06,  4.62it/s, ce=0.5362, gf=0.0017, loss=0.5370]
[Train]:  94%|█████████▎| 419/448 [01:32<00:06,  4.62it/s, ce=0.5355, gf=0.0017, loss=0.5363]
[Train]:  94%|█████████▍| 420/448 [01:32<00:06,  4.54it/s, ce=0.5355, gf=0.0017, loss=0.5363]
[Train]:  94%|█████████▍| 420/448 [01:32<00:06,  4.54it/s, ce=0.5350, gf=0.0017, loss=0.5358]
[Train]:  94%|█████████▍| 421/448 [01:32<00:05,  4.63it/s, ce=0.5350, gf=0.0017, loss=0.5358]
[Train]:  94%|█████████▍| 421/448 [01:32<00:05,  4.63it/s, ce=0.5350, gf=0.0017, loss=0.5358]
[Train]:  94%|█████████▍| 422/448 [01:32<00:05,  4.51it/s, ce=0.5350, gf=0.0017, loss=0.5358]
[Train]:  94%|█████████▍| 422/448 [01:33<00:05,  4.51it/s, ce=0.5340, gf=0.0017, loss=0.5348]
[Train]:  94%|█████████▍| 423/448 [01:33<00:05,  4.59it/s, ce=0.5340, gf=0.0017, loss=0.5348]
[Train]:  94%|█████████▍| 423/448 [01:33<00:05,  4.59it/s, ce=0.5334, gf=0.0017, loss=0.5342]
[Train]:  95%|█████████▍| 424/448 [01:33<00:05,  4.53it/s, ce=0.5334, gf=0.0017, loss=0.5342]
[Train]:  95%|█████████▍| 424/448 [01:33<00:05,  4.53it/s, ce=0.5328, gf=0.0017, loss=0.5336]
[Train]:  95%|█████████▍| 425/448 [01:33<00:05,  4.55it/s, ce=0.5328, gf=0.0017, loss=0.5336]
[Train]:  95%|█████████▍| 425/448 [01:33<00:05,  4.55it/s, ce=0.5323, gf=0.0017, loss=0.5332]
