
>>> [1/63] EAR | toxigen | seed=2024
[Train]:  49%|████▉     | 220/448 [00:20<00:20, 11.04it/s, ce=0.0545, ear=-2.8471, loss=-0.2302]
[Train]:  50%|████▉     | 222/448 [00:20<00:20, 11.06it/s, ce=0.0545, ear=-2.8471, loss=-0.2302]
[Train]:  50%|████▉     | 222/448 [00:20<00:20, 11.06it/s, ce=0.0547, ear=-2.8474, loss=-0.2300]
[Train]:  50%|████▉     | 222/448 [00:20<00:20, 11.06it/s, ce=0.0556, ear=-2.8476, loss=-0.2292]
[Train]:  50%|█████     | 224/448 [00:20<00:20, 10.94it/s, ce=0.0556, ear=-2.8476, loss=-0.2292]
[Train]:  50%|█████     | 224/448 [00:20<00:20, 10.94it/s, ce=0.0557, ear=-2.8480, loss=-0.2291]
[Train]:  50%|█████     | 224/448 [00:20<00:20, 10.94it/s, ce=0.0556, ear=-2.8469, loss=-0.2291]
[Train]:  50%|█████     | 226/448 [00:20<00:20, 10.89it/s, ce=0.0556, ear=-2.8469, loss=-0.2291]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.89it/s, ce=0.0556, ear=-2.8477, loss=-0.2292]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.89it/s, ce=0.0558, ear=-2.8474, loss=-0.2289]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.91it/s, ce=0.0558, ear=-2.8474, loss=-0.2289]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.91it/s, ce=0.0556, ear=-2.8476, loss=-0.2291]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.91it/s, ce=0.0557, ear=-2.8470, loss=-0.2290]
[Train]:  51%|█████▏    | 230/448 [00:21<00:19, 10.91it/s, ce=0.0557, ear=-2.8470, loss=-0.2290]
[Train]:  51%|█████▏    | 230/448 [00:21<00:19, 10.91it/s, ce=0.0556, ear=-2.8469, loss=-0.2291]
[Train]:  51%|█████▏    | 230/448 [00:21<00:19, 10.91it/s, ce=0.0555, ear=-2.8464, loss=-0.2292]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 10.97it/s, ce=0.0555, ear=-2.8464, loss=-0.2292]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 10.97it/s, ce=0.0558, ear=-2.8460, loss=-0.2288]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 10.97it/s, ce=0.0555, ear=-2.8454, loss=-0.2290]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.97it/s, ce=0.0555, ear=-2.8454, loss=-0.2290]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.97it/s, ce=0.0559, ear=-2.8457, loss=-0.2287]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.97it/s, ce=0.0565, ear=-2.8461, loss=-0.2281]
[Train]:  53%|█████▎    | 236/448 [00:21<00:19, 10.86it/s, ce=0.0565, ear=-2.8461, loss=-0.2281]
[Train]:  53%|█████▎    | 236/448 [00:21<00:19, 10.86it/s, ce=0.0563, ear=-2.8460, loss=-0.2283]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.86it/s, ce=0.0564, ear=-2.8456, loss=-0.2282]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.95it/s, ce=0.0564, ear=-2.8456, loss=-0.2282]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.95it/s, ce=0.0562, ear=-2.8452, loss=-0.2283]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.95it/s, ce=0.0560, ear=-2.8459, loss=-0.2286]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.93it/s, ce=0.0560, ear=-2.8459, loss=-0.2286]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.93it/s, ce=0.0559, ear=-2.8460, loss=-0.2287]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.93it/s, ce=0.0557, ear=-2.8464, loss=-0.2289]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.98it/s, ce=0.0557, ear=-2.8464, loss=-0.2289]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.98it/s, ce=0.0558, ear=-2.8457, loss=-0.2288]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.98it/s, ce=0.0559, ear=-2.8449, loss=-0.2286]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.77it/s, ce=0.0559, ear=-2.8449, loss=-0.2286]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.77it/s, ce=0.0557, ear=-2.8448, loss=-0.2287]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.77it/s, ce=0.0556, ear=-2.8450, loss=-0.2289]
[Train]:  55%|█████▍    | 246/448 [00:22<00:19, 10.54it/s, ce=0.0556, ear=-2.8450, loss=-0.2289]
[Train]:  55%|█████▍    | 246/448 [00:22<00:19, 10.54it/s, ce=0.0555, ear=-2.8459, loss=-0.2291]
[Train]:  55%|█████▍    | 246/448 [00:23<00:19, 10.54it/s, ce=0.0553, ear=-2.8464, loss=-0.2293]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.71it/s, ce=0.0553, ear=-2.8464, loss=-0.2293]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.71it/s, ce=0.0554, ear=-2.8467, loss=-0.2293]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.71it/s, ce=0.0556, ear=-2.8471, loss=-0.2291]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.77it/s, ce=0.0556, ear=-2.8471, loss=-0.2291]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.77it/s, ce=0.0554, ear=-2.8473, loss=-0.2293]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.77it/s, ce=0.0552, ear=-2.8470, loss=-0.2295]
[Train]:  56%|█████▋    | 252/448 [00:23<00:18, 10.84it/s, ce=0.0552, ear=-2.8470, loss=-0.2295]
[Train]:  56%|█████▋    | 252/448 [00:23<00:18, 10.84it/s, ce=0.0550, ear=-2.8474, loss=-0.2298]
[Train]:  56%|█████▋    | 252/448 [00:23<00:18, 10.84it/s, ce=0.0550, ear=-2.8481, loss=-0.2298]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.87it/s, ce=0.0550, ear=-2.8481, loss=-0.2298]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.87it/s, ce=0.0549, ear=-2.8484, loss=-0.2300]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.87it/s, ce=0.0547, ear=-2.8480, loss=-0.2301]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 10.81it/s, ce=0.0547, ear=-2.8480, loss=-0.2301]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 10.81it/s, ce=0.0546, ear=-2.8474, loss=-0.2301]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 10.81it/s, ce=0.0545, ear=-2.8472, loss=-0.2302]
[Train]:  58%|█████▊    | 258/448 [00:23<00:17, 10.92it/s, ce=0.0545, ear=-2.8472, loss=-0.2302]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.92it/s, ce=0.0545, ear=-2.8468, loss=-0.2302]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.92it/s, ce=0.0543, ear=-2.8474, loss=-0.2304]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.97it/s, ce=0.0543, ear=-2.8474, loss=-0.2304]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.97it/s, ce=0.0541, ear=-2.8477, loss=-0.2307]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.97it/s, ce=0.0550, ear=-2.8475, loss=-0.2297]
[Train]:  58%|█████▊    | 262/448 [00:24<00:16, 11.05it/s, ce=0.0550, ear=-2.8475, loss=-0.2297]
[Train]:  58%|█████▊    | 262/448 [00:24<00:16, 11.05it/s, ce=0.0548, ear=-2.8476, loss=-0.2300]
[Train]:  58%|█████▊    | 262/448 [00:24<00:16, 11.05it/s, ce=0.0546, ear=-2.8479, loss=-0.2302]
[Train]:  59%|█████▉    | 264/448 [00:24<00:16, 11.05it/s, ce=0.0546, ear=-2.8479, loss=-0.2302]
[Train]:  59%|█████▉    | 264/448 [00:24<00:16, 11.05it/s, ce=0.0545, ear=-2.8480, loss=-0.2303]
[Train]:  59%|█████▉    | 264/448 [00:24<00:16, 11.05it/s, ce=0.0544, ear=-2.8474, loss=-0.2303]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.88it/s, ce=0.0544, ear=-2.8474, loss=-0.2303]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.88it/s, ce=0.0543, ear=-2.8481, loss=-0.2305]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.88it/s, ce=0.0542, ear=-2.8476, loss=-0.2305]
[Train]:  60%|█████▉    | 268/448 [00:24<00:16, 10.90it/s, ce=0.0542, ear=-2.8476, loss=-0.2305]
[Train]:  60%|█████▉    | 268/448 [00:24<00:16, 10.90it/s, ce=0.0553, ear=-2.8474, loss=-0.2294]
[Train]:  60%|█████▉    | 268/448 [00:25<00:16, 10.90it/s, ce=0.0555, ear=-2.8480, loss=-0.2293]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.98it/s, ce=0.0555, ear=-2.8480, loss=-0.2293]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.98it/s, ce=0.0554, ear=-2.8476, loss=-0.2294]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 10.98it/s, ce=0.0552, ear=-2.8463, loss=-0.2294]
[Train]:  61%|██████    | 272/448 [00:25<00:15, 11.06it/s, ce=0.0552, ear=-2.8463, loss=-0.2294]
[Train]:  61%|██████    | 272/448 [00:25<00:15, 11.06it/s, ce=0.0550, ear=-2.8459, loss=-0.2296]
[Train]:  61%|██████    | 272/448 [00:25<00:15, 11.06it/s, ce=0.0555, ear=-2.8458, loss=-0.2291]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 11.06it/s, ce=0.0555, ear=-2.8458, loss=-0.2291]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 11.06it/s, ce=0.0554, ear=-2.8457, loss=-0.2292]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 11.06it/s, ce=0.0552, ear=-2.8462, loss=-0.2294]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 10.78it/s, ce=0.0552, ear=-2.8462, loss=-0.2294]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 10.78it/s, ce=0.0552, ear=-2.8450, loss=-0.2293]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 10.78it/s, ce=0.0551, ear=-2.8457, loss=-0.2295]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 10.91it/s, ce=0.0551, ear=-2.8457, loss=-0.2295]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 10.91it/s, ce=0.0555, ear=-2.8459, loss=-0.2291]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 10.91it/s, ce=0.0553, ear=-2.8457, loss=-0.2292]
[Train]:  62%|██████▎   | 280/448 [00:25<00:15, 11.01it/s, ce=0.0553, ear=-2.8457, loss=-0.2292]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 11.01it/s, ce=0.0552, ear=-2.8457, loss=-0.2293]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 11.01it/s, ce=0.0552, ear=-2.8458, loss=-0.2294]
[Train]:  63%|██████▎   | 282/448 [00:26<00:14, 11.07it/s, ce=0.0552, ear=-2.8458, loss=-0.2294]
[Train]:  63%|██████▎   | 282/448 [00:26<00:14, 11.07it/s, ce=0.0550, ear=-2.8467, loss=-0.2297]
[Train]:  63%|██████▎   | 282/448 [00:26<00:14, 11.07it/s, ce=0.0549, ear=-2.8465, loss=-0.2298]
[Train]:  63%|██████▎   | 284/448 [00:26<00:14, 11.04it/s, ce=0.0549, ear=-2.8465, loss=-0.2298]
[Train]:  63%|██████▎   | 284/448 [00:26<00:14, 11.04it/s, ce=0.0548, ear=-2.8467, loss=-0.2298]
[Train]:  63%|██████▎   | 284/448 [00:26<00:14, 11.04it/s, ce=0.0547, ear=-2.8469, loss=-0.2300]
[Train]:  64%|██████▍   | 286/448 [00:26<00:15, 10.77it/s, ce=0.0547, ear=-2.8469, loss=-0.2300]
[Train]:  64%|██████▍   | 286/448 [00:26<00:15, 10.77it/s, ce=0.0547, ear=-2.8469, loss=-0.2300]
[Train]:  64%|██████▍   | 286/448 [00:26<00:15, 10.77it/s, ce=0.0548, ear=-2.8473, loss=-0.2299]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.84it/s, ce=0.0548, ear=-2.8473, loss=-0.2299]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.84it/s, ce=0.0546, ear=-2.8479, loss=-0.2301]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.84it/s, ce=0.0545, ear=-2.8483, loss=-0.2303]
[Train]:  65%|██████▍   | 290/448 [00:26<00:14, 10.96it/s, ce=0.0545, ear=-2.8483, loss=-0.2303]
[Train]:  65%|██████▍   | 290/448 [00:26<00:14, 10.96it/s, ce=0.0547, ear=-2.8485, loss=-0.2301]
[Train]:  65%|██████▍   | 290/448 [00:27<00:14, 10.96it/s, ce=0.0546, ear=-2.8483, loss=-0.2302]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 11.02it/s, ce=0.0546, ear=-2.8483, loss=-0.2302]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 11.02it/s, ce=0.0544, ear=-2.8478, loss=-0.2303]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 11.02it/s, ce=0.0543, ear=-2.8473, loss=-0.2304]
[Train]:  66%|██████▌   | 294/448 [00:27<00:13, 11.04it/s, ce=0.0543, ear=-2.8473, loss=-0.2304]
[Train]:  66%|██████▌   | 294/448 [00:27<00:13, 11.04it/s, ce=0.0542, ear=-2.8479, loss=-0.2306]
[Train]:  66%|██████▌   | 294/448 [00:27<00:13, 11.04it/s, ce=0.0544, ear=-2.8482, loss=-0.2304]
[Train]:  66%|██████▌   | 296/448 [00:27<00:14, 10.84it/s, ce=0.0544, ear=-2.8482, loss=-0.2304]
[Train]:  66%|██████▌   | 296/448 [00:27<00:14, 10.84it/s, ce=0.0544, ear=-2.8475, loss=-0.2303]
[Train]:  66%|██████▌   | 296/448 [00:27<00:14, 10.84it/s, ce=0.0545, ear=-2.8474, loss=-0.2303]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 10.92it/s, ce=0.0545, ear=-2.8474, loss=-0.2303]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 10.92it/s, ce=0.0543, ear=-2.8474, loss=-0.2304]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 10.92it/s, ce=0.0544, ear=-2.8471, loss=-0.2303]
[Train]:  67%|██████▋   | 300/448 [00:27<00:13, 11.02it/s, ce=0.0544, ear=-2.8471, loss=-0.2303]
[Train]:  67%|██████▋   | 300/448 [00:27<00:13, 11.02it/s, ce=0.0545, ear=-2.8472, loss=-0.2303]
[Train]:  67%|██████▋   | 300/448 [00:27<00:13, 11.02it/s, ce=0.0544, ear=-2.8480, loss=-0.2304]
[Train]:  67%|██████▋   | 302/448 [00:27<00:13, 10.95it/s, ce=0.0544, ear=-2.8480, loss=-0.2304]
[Train]:  67%|██████▋   | 302/448 [00:28<00:13, 10.95it/s, ce=0.0545, ear=-2.8486, loss=-0.2304]
[Train]:  67%|██████▋   | 302/448 [00:28<00:13, 10.95it/s, ce=0.0543, ear=-2.8486, loss=-0.2305]
[Train]:  68%|██████▊   | 304/448 [00:28<00:13, 10.95it/s, ce=0.0543, ear=-2.8486, loss=-0.2305]
[Train]:  68%|██████▊   | 304/448 [00:28<00:13, 10.95it/s, ce=0.0544, ear=-2.8489, loss=-0.2305]
[Train]:  68%|██████▊   | 304/448 [00:28<00:13, 10.95it/s, ce=0.0544, ear=-2.8486, loss=-0.2304]
[Train]:  68%|██████▊   | 306/448 [00:28<00:13, 10.64it/s, ce=0.0544, ear=-2.8486, loss=-0.2304]
[Train]:  68%|██████▊   | 306/448 [00:28<00:13, 10.64it/s, ce=0.0543, ear=-2.8486, loss=-0.2306]
[Train]:  68%|██████▊   | 306/448 [00:28<00:13, 10.64it/s, ce=0.0541, ear=-2.8482, loss=-0.2307]
[Train]:  69%|██████▉   | 308/448 [00:28<00:12, 10.80it/s, ce=0.0541, ear=-2.8482, loss=-0.2307]
[Train]:  69%|██████▉   | 308/448 [00:28<00:12, 10.80it/s, ce=0.0540, ear=-2.8480, loss=-0.2308]
[Train]:  69%|██████▉   | 308/448 [00:28<00:12, 10.80it/s, ce=0.0538, ear=-2.8482, loss=-0.2310]
[Train]:  69%|██████▉   | 310/448 [00:28<00:12, 10.92it/s, ce=0.0538, ear=-2.8482, loss=-0.2310]
[Train]:  69%|██████▉   | 310/448 [00:28<00:12, 10.92it/s, ce=0.0537, ear=-2.8486, loss=-0.2312]
[Train]:  69%|██████▉   | 310/448 [00:28<00:12, 10.92it/s, ce=0.0535, ear=-2.8491, loss=-0.2314]
[Train]:  70%|██████▉   | 312/448 [00:28<00:12, 11.00it/s, ce=0.0535, ear=-2.8491, loss=-0.2314]
[Train]:  70%|██████▉   | 312/448 [00:28<00:12, 11.00it/s, ce=0.0534, ear=-2.8491, loss=-0.2315]
[Train]:  70%|██████▉   | 312/448 [00:29<00:12, 11.00it/s, ce=0.0533, ear=-2.8496, loss=-0.2317]
[Train]:  70%|███████   | 314/448 [00:29<00:12, 11.01it/s, ce=0.0533, ear=-2.8496, loss=-0.2317]
[Train]:  70%|███████   | 314/448 [00:29<00:12, 11.01it/s, ce=0.0532, ear=-2.8492, loss=-0.2318]
[Train]:  70%|███████   | 314/448 [00:29<00:12, 11.01it/s, ce=0.0534, ear=-2.8488, loss=-0.2315]
[Train]:  71%|███████   | 316/448 [00:29<00:12, 10.73it/s, ce=0.0534, ear=-2.8488, loss=-0.2315]
[Train]:  71%|███████   | 316/448 [00:29<00:12, 10.73it/s, ce=0.0532, ear=-2.8488, loss=-0.2317]
[Train]:  71%|███████   | 316/448 [00:29<00:12, 10.73it/s, ce=0.0531, ear=-2.8488, loss=-0.2318]
[Train]:  71%|███████   | 318/448 [00:29<00:11, 10.84it/s, ce=0.0531, ear=-2.8488, loss=-0.2318]
[Train]:  71%|███████   | 318/448 [00:29<00:11, 10.84it/s, ce=0.0529, ear=-2.8486, loss=-0.2319]
[Train]:  71%|███████   | 318/448 [00:29<00:11, 10.84it/s, ce=0.0529, ear=-2.8490, loss=-0.2320]
[Train]:  71%|███████▏  | 320/448 [00:29<00:11, 10.94it/s, ce=0.0529, ear=-2.8490, loss=-0.2320]
[Train]:  71%|███████▏  | 320/448 [00:29<00:11, 10.94it/s, ce=0.0528, ear=-2.8485, loss=-0.2321]
[Train]:  71%|███████▏  | 320/448 [00:29<00:11, 10.94it/s, ce=0.0533, ear=-2.8490, loss=-0.2316]
[Train]:  72%|███████▏  | 322/448 [00:29<00:11, 11.04it/s, ce=0.0533, ear=-2.8490, loss=-0.2316]
[Train]:  72%|███████▏  | 322/448 [00:29<00:11, 11.04it/s, ce=0.0534, ear=-2.8481, loss=-0.2314]
[Train]:  72%|███████▏  | 322/448 [00:29<00:11, 11.04it/s, ce=0.0533, ear=-2.8477, loss=-0.2315]
[Train]:  72%|███████▏  | 324/448 [00:29<00:11, 11.06it/s, ce=0.0533, ear=-2.8477, loss=-0.2315]
[Train]:  72%|███████▏  | 324/448 [00:30<00:11, 11.06it/s, ce=0.0532, ear=-2.8472, loss=-0.2315]
[Train]:  72%|███████▏  | 324/448 [00:30<00:11, 11.06it/s, ce=0.0530, ear=-2.8464, loss=-0.2316]
[Train]:  73%|███████▎  | 326/448 [00:30<00:11, 10.89it/s, ce=0.0530, ear=-2.8464, loss=-0.2316]
[Train]:  73%|███████▎  | 326/448 [00:30<00:11, 10.89it/s, ce=0.0530, ear=-2.8461, loss=-0.2317]
[Train]:  73%|███████▎  | 326/448 [00:30<00:11, 10.89it/s, ce=0.0534, ear=-2.8457, loss=-0.2312]
[Train]:  73%|███████▎  | 328/448 [00:30<00:11, 10.86it/s, ce=0.0534, ear=-2.8457, loss=-0.2312]
[Train]:  73%|███████▎  | 328/448 [00:30<00:11, 10.86it/s, ce=0.0532, ear=-2.8463, loss=-0.2314]
[Train]:  73%|███████▎  | 328/448 [00:30<00:11, 10.86it/s, ce=0.0532, ear=-2.8463, loss=-0.2315]
[Train]:  74%|███████▎  | 330/448 [00:30<00:10, 10.98it/s, ce=0.0532, ear=-2.8463, loss=-0.2315]
[Train]:  74%|███████▎  | 330/448 [00:30<00:10, 10.98it/s, ce=0.0530, ear=-2.8461, loss=-0.2316]
[Train]:  74%|███████▎  | 330/448 [00:30<00:10, 10.98it/s, ce=0.0530, ear=-2.8466, loss=-0.2316]
[Train]:  74%|███████▍  | 332/448 [00:30<00:10, 11.06it/s, ce=0.0530, ear=-2.8466, loss=-0.2316]
[Train]:  74%|███████▍  | 332/448 [00:30<00:10, 11.06it/s, ce=0.0529, ear=-2.8466, loss=-0.2318]
[Train]:  74%|███████▍  | 332/448 [00:30<00:10, 11.06it/s, ce=0.0527, ear=-2.8470, loss=-0.2320]
[Train]:  75%|███████▍  | 334/448 [00:30<00:10, 11.10it/s, ce=0.0527, ear=-2.8470, loss=-0.2320]
[Train]:  75%|███████▍  | 334/448 [00:30<00:10, 11.10it/s, ce=0.0528, ear=-2.8469, loss=-0.2318]
[Train]:  75%|███████▍  | 334/448 [00:31<00:10, 11.10it/s, ce=0.0531, ear=-2.8473, loss=-0.2317]
[Train]:  75%|███████▌  | 336/448 [00:31<00:10, 11.04it/s, ce=0.0531, ear=-2.8473, loss=-0.2317]
[Train]:  75%|███████▌  | 336/448 [00:31<00:10, 11.04it/s, ce=0.0529, ear=-2.8475, loss=-0.2318]
[Train]:  75%|███████▌  | 336/448 [00:31<00:10, 11.04it/s, ce=0.0528, ear=-2.8474, loss=-0.2319]
[Train]:  75%|███████▌  | 338/448 [00:31<00:10, 10.97it/s, ce=0.0528, ear=-2.8474, loss=-0.2319]
[Train]:  75%|███████▌  | 338/448 [00:31<00:10, 10.97it/s, ce=0.0527, ear=-2.8479, loss=-0.2321]
[Train]:  75%|███████▌  | 338/448 [00:31<00:10, 10.97it/s, ce=0.0525, ear=-2.8476, loss=-0.2322]
[Train]:  76%|███████▌  | 340/448 [00:31<00:09, 11.05it/s, ce=0.0525, ear=-2.8476, loss=-0.2322]
[Train]:  76%|███████▌  | 340/448 [00:31<00:09, 11.05it/s, ce=0.0524, ear=-2.8473, loss=-0.2323]
[Train]:  76%|███████▌  | 340/448 [00:31<00:09, 11.05it/s, ce=0.0523, ear=-2.8467, loss=-0.2323]
[Train]:  76%|███████▋  | 342/448 [00:31<00:09, 11.13it/s, ce=0.0523, ear=-2.8467, loss=-0.2323]
[Train]:  76%|███████▋  | 342/448 [00:31<00:09, 11.13it/s, ce=0.0523, ear=-2.8462, loss=-0.2324]
[Train]:  76%|███████▋  | 342/448 [00:31<00:09, 11.13it/s, ce=0.0521, ear=-2.8464, loss=-0.2325]
[Train]:  77%|███████▋  | 344/448 [00:31<00:09, 11.10it/s, ce=0.0521, ear=-2.8464, loss=-0.2325]
[Train]:  77%|███████▋  | 344/448 [00:31<00:09, 11.10it/s, ce=0.0521, ear=-2.8463, loss=-0.2325]
[Train]:  77%|███████▋  | 344/448 [00:31<00:09, 11.10it/s, ce=0.0529, ear=-2.8461, loss=-0.2317]
[Train]:  77%|███████▋  | 346/448 [00:31<00:09, 11.10it/s, ce=0.0529, ear=-2.8461, loss=-0.2317]
[Train]:  77%|███████▋  | 346/448 [00:32<00:09, 11.10it/s, ce=0.0528, ear=-2.8458, loss=-0.2318]
[Train]:  77%|███████▋  | 346/448 [00:32<00:09, 11.10it/s, ce=0.0526, ear=-2.8458, loss=-0.2319]
[Train]:  78%|███████▊  | 348/448 [00:32<00:09, 10.92it/s, ce=0.0526, ear=-2.8458, loss=-0.2319]
[Train]:  78%|███████▊  | 348/448 [00:32<00:09, 10.92it/s, ce=0.0525, ear=-2.8454, loss=-0.2320]
[Train]:  78%|███████▊  | 348/448 [00:32<00:09, 10.92it/s, ce=0.0524, ear=-2.8457, loss=-0.2322]
[Train]:  78%|███████▊  | 350/448 [00:32<00:08, 11.02it/s, ce=0.0524, ear=-2.8457, loss=-0.2322]
[Train]:  78%|███████▊  | 350/448 [00:32<00:08, 11.02it/s, ce=0.0523, ear=-2.8455, loss=-0.2323]
[Train]:  78%|███████▊  | 350/448 [00:32<00:08, 11.02it/s, ce=0.0522, ear=-2.8455, loss=-0.2323]
[Train]:  79%|███████▊  | 352/448 [00:32<00:08, 10.97it/s, ce=0.0522, ear=-2.8455, loss=-0.2323]
[Train]:  79%|███████▊  | 352/448 [00:32<00:08, 10.97it/s, ce=0.0522, ear=-2.8451, loss=-0.2323]
[Train]:  79%|███████▊  | 352/448 [00:32<00:08, 10.97it/s, ce=0.0521, ear=-2.8451, loss=-0.2324]
[Train]:  79%|███████▉  | 354/448 [00:32<00:08, 11.06it/s, ce=0.0521, ear=-2.8451, loss=-0.2324]
[Train]:  79%|███████▉  | 354/448 [00:32<00:08, 11.06it/s, ce=0.0520, ear=-2.8455, loss=-0.2326]
[Train]:  79%|███████▉  | 354/448 [00:32<00:08, 11.06it/s, ce=0.0519, ear=-2.8453, loss=-0.2327]
[Train]:  79%|███████▉  | 356/448 [00:32<00:08, 11.09it/s, ce=0.0519, ear=-2.8453, loss=-0.2327]
[Train]:  79%|███████▉  | 356/448 [00:32<00:08, 11.09it/s, ce=0.0518, ear=-2.8446, loss=-0.2327]
[Train]:  79%|███████▉  | 356/448 [00:33<00:08, 11.09it/s, ce=0.0518, ear=-2.8445, loss=-0.2327]
[Train]:  80%|███████▉  | 358/448 [00:33<00:08, 10.95it/s, ce=0.0518, ear=-2.8445, loss=-0.2327]
[Train]:  80%|███████▉  | 358/448 [00:33<00:08, 10.95it/s, ce=0.0518, ear=-2.8444, loss=-0.2327]
[Train]:  80%|███████▉  | 358/448 [00:33<00:08, 10.95it/s, ce=0.0517, ear=-2.8442, loss=-0.2327]
[Train]:  80%|████████  | 360/448 [00:33<00:07, 11.03it/s, ce=0.0517, ear=-2.8442, loss=-0.2327]
[Train]:  80%|████████  | 360/448 [00:33<00:07, 11.03it/s, ce=0.0517, ear=-2.8439, loss=-0.2327]
[Train]:  80%|████████  | 360/448 [00:33<00:07, 11.03it/s, ce=0.0516, ear=-2.8444, loss=-0.2329]
[Train]:  81%|████████  | 362/448 [00:33<00:07, 11.08it/s, ce=0.0516, ear=-2.8444, loss=-0.2329]
[Train]:  81%|████████  | 362/448 [00:33<00:07, 11.08it/s, ce=0.0515, ear=-2.8443, loss=-0.2330]
[Train]:  81%|████████  | 362/448 [00:33<00:07, 11.08it/s, ce=0.0525, ear=-2.8446, loss=-0.2320]
[Train]:  81%|████████▏ | 364/448 [00:33<00:07, 11.14it/s, ce=0.0525, ear=-2.8446, loss=-0.2320]
[Train]:  81%|████████▏ | 364/448 [00:33<00:07, 11.14it/s, ce=0.0524, ear=-2.8447, loss=-0.2320]
[Train]:  81%|████████▏ | 364/448 [00:33<00:07, 11.14it/s, ce=0.0534, ear=-2.8450, loss=-0.2311]
[Train]:  82%|████████▏ | 366/448 [00:33<00:07, 11.12it/s, ce=0.0534, ear=-2.8450, loss=-0.2311]
[Train]:  82%|████████▏ | 366/448 [00:33<00:07, 11.12it/s, ce=0.0533, ear=-2.8449, loss=-0.2312]
